,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
446,75,418,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,tinued to January 24 . h.e. for the space of 60 dayes . There are some now living who remember this ,blaz,"ing Star . But I find a far other kind of Description given of it , in the Books of those learned Ma",Y,LIT,,,75,,,tinued to january 24 . h.e. for the space of 60 dayes . there are some now living who remember this,blazing,"star . but i find a far other kind of description given of it , in the books of those learned ma"
447,76,550,A35270,"Caligula a tragedy, as it is acted at the Theatre Royal, by His Majesty's servants / written by Mr. Crowne.","Crowne, John",1698,drama_tragedy,"ll I beheld him flaming in a Vale , Saw his bright Chariot , and his glitt'ring Train , Flying like ",blaz,"ing meteors o'r a Plain : His dazling Chariot , though a pond'rous ma_s Of _olid Gold , _carce bent ",Y,LIT,,,76,,,"ll i beheld him flaming in a vale , saw his bright chariot , and his glitt'ring train , flying like",blazing,"meteors o'r a plain : his dazling chariot , though a pond'rous ma_s of _olid gold , _carce bent"
448,77,444,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"t the middle of February , it vanished out of our sight . As for Remarkable Events , attending this ",Blaz,"ing Star , We that live in America know but little of the great Motions in Europe , much less in Afr",Y,LIT,,,77,,,"t the middle of february , it vanished out of our sight . as for remarkable events , attending this",Blazing,"star , we that live in america know but little of the great motions in europe , much less in afr"
449,80,90,N00242.a0,"Heavens alarm to the world. Or A sermon wherein is shewed, that fearful sights and signs in heaven are the presages of great calamities at hand. By Increase Mather; teacher of a church in Boston in New-England. ; [Eleven lines of Scripture texts]","Mather, Increase",1681,sermons,v. 12.15 . 2 . Sometimes such Signs in heaven are presages of miserable Dearths and Scarcity . That ,blaz,"ing Star impending over Jerusalem , which the text hath reference unto , was attended with a terribl",Y,LIT,,,80,,,v. 12.15 . 2 . sometimes such signs in heaven are presages of miserable dearths and scarcity . that,blazing,"star impending over jerusalem , which the text hath reference unto , was attended with a terribl"
450,81,136,A47851,"Dissenters sayings the second part : published in their own words, for the information of the people : and dedicated to the Grand-jury of London, August 29, 1681 / by Roger L'Estrange.","L'Estrange, Roger",1681,prose,"nment ; and first , the Clergy . ( 1 ) PErnicious Deceivers , Presumptuous Shepherds , Baalamites , ",Blaz,"ing - Stars , Glosing Hypocrites with God , Fasting - Pharisaicall Preachers , Miserable Guides , Co",Y,LIT,,,81,,,"nment ; and first , the clergy . ( 1 ) pernicious deceivers , presumptuous shepherds , baalamites ,",Blazing,"- stars , glosing hypocrites with god , fasting - pharisaicall preachers , miserable guides , co"
451,82,58,A91719,"The revoltex [sic]. A trage-comedy acted between the Hind and panther, and Religio laici, &c.","Dryden, John",1687,undetermined,"blation came too late ; Indulgence , far more potent than his Hate , Indulgence _topp'd the hideous ",Blaz,"e : For why ? The harmle_s Bea_ts were fated not to die . And all his murdering Characters , the Cre",Y,MET,emotion,,82,,,"blation came too late ; indulgence , far more potent than his hate , indulgence _topp'd the hideous",Blaze,": for why ? the harmle_s bea_ts were fated not to die . and all his murdering characters , the cre"
452,83,231,A36597.a36,"The Annual miscellany, for the year 1694 being the fourth part of Miscellany poems : containing great variety of new translations and original copies / by the most eminent hands.","Dryden, John",1694,poetry,"ontinu'd Light ; That not a single Star can shew his Rays , Whilst joyntly all promote the Common - ",Blaz,"e . Pardon , Great Poet , that I dare to name Th' unnumber'd Beauties of thy Verse with blame ; Thy ",Y,LIT,,,83,,,"ontinu'd light ; that not a single star can shew his rays , whilst joyntly all promote the common -",Blaze,". pardon , great poet , that i dare to name th' unnumber'd beauties of thy verse with blame ; thy"
453,84,162,K014868000.a0,"The campaign: a poem, to His Grace the Duke of Marlborough. By Mr. Addison.","Addison, Joseph",1704,poetry,"rn ; A _udden Friend_hip , while with _tretch'd out Rays They meet each other , mingling Blaze with ",Blaz,"e . Poli_h'd in Courts , and harden'd in the Field , Renown'd for Conque_t , and in Council skill'd ",Y,MET,emotion,,84,,,"rn ; a _udden friend_hip , while with _tretch'd out rays they meet each other , mingling blaze with",Blaze,". poli_h'd in courts , and harden'd in the field , renown'd for conque_t , and in council skill'd"
454,85,439,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"s before observed , that Hamans bloody Conspiracy to cut off the Lords People , was attended with a ",Blaz,ing Star . And why might not this Combination of the Antichristian party ( which was worse then that,Y,LIT,,,85,,,"s before observed , that hamans bloody conspiracy to cut off the lords people , was attended with a",Blazing,star . and why might not this combination of the antichristian party ( which was worse then that
455,87,437,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"earest to the Earth , it was sixty times as high as the Moon , and at last as high as the Sun . The ",blaz,e was 17 . sometimes 25 . Degrees as to its visible Longitude . The motion of this Comet was direct ,Y,LIT,,,87,,,"earest to the earth , it was sixty times as high as the moon , and at last as high as the sun . the",blaze,was 17 . sometimes 25 . degrees as to its visible longitude . the motion of this comet was direct
456,89,382,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"ointing South-east . It was seen in February , and continued six Moneths . Writers speak of another ",Blaz,"ing Star : appearing the next year for thirty dayes together in January , of a direful Aspect . Rema",Y,LIT,,,89,,,"ointing south-east . it was seen in february , and continued six moneths . writers speak of another",Blazing,"star : appearing the next year for thirty dayes together in january , of a direful aspect . rema"
457,90,358,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"all Christendome . His Son Constantius being an Arian , quickly became a Persecutor . A D. 363 . A ",Blaz,ing Star was seen and that not only in the night but in the day time . This was attended with Iulian,Y,LIT,,,90,,,"all christendome . his son constantius being an arian , quickly became a persecutor . a d. 363 . a",Blazing,star was seen and that not only in the night but in the day time . this was attended with iulian
458,91,481,A40658,"Two sermons the first, Comfort in calamitie, teaching to live well, the other, The grand assizes, minding to dye well / by Thomas Fuller ...","Fuller, Thomas",1654,sermons,"doe , that I may be saved ? Answer . Let not the smoaking Flax be dismay'd , which in time may be a ",blaz,"ing flame ; nor the bruised Reed be discouraged , which may prove a Brazen Pillar in the Temple of G",Y,LIT,,,91,,,"doe , that i may be saved ? answer . let not the smoaking flax be dismay'd , which in time may be a",blazing,"flame ; nor the bruised reed be discouraged , which may prove a brazen pillar in the temple of g"
459,93,48,A35668,"The court of death a Pindarique poem dedicated to the memory of Her Most Sacred Majesty, Queen Mary / by Mr. Dennis.","Dennis, John",1695,poetry_occasional,"ot , say , while ghastfully ye gaz'd While Thunderbolts around him roar'd , and Lightning round him ",blaz,"'d , Did he not providently scow'r the Plain , Yet forcibly as Whirlwinds sweep the Main ? Did he no",Y,LIT,,,93,,,"ot , say , while ghastfully ye gaz'd while thunderbolts around him roar'd , and lightning round him",blaz'd,", did he not providently scow'r the plain , yet forcibly as whirlwinds sweep the main ? did he no"
460,94,322,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"es an Horses main . Hircus , when the Blaze is like to Goats hair . Or 2 . Barba_e , h. e. when the ",Blaz,"e is on the one side of the Comet only . Under this comes that which is called Acontias , when the b",Y,LIT,,,94,,,"es an horses main . hircus , when the blaze is like to goats hair . or 2 . barba_e , h. e. when the",Blaze,"is on the one side of the comet only . under this comes that which is called acontias , when the b"
461,96,602,A59183.a22,"Seneca's morals abstracted in three parts : I. of benefits, II. of a happy life, anger, and clemency, III. a miscellany of epistles / by Roger L'Estrange.","L'Estrange, Roger",1678,letters,"ngs to which we are not VVonted , to be New , and Prodigious . The Eclipses of the Sun , and Moon , ",Blaz,"ing Stars , and Meteors , while we Admire them , we Fear them ; and since we Fear them , because we ",Y,LIT,,,96,,,"ngs to which we are not vvonted , to be new , and prodigious . the eclipses of the sun , and moon ,",Blazing,"stars , and meteors , while we admire them , we fear them ; and since we fear them , because we"
462,97,347,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"so that many Persons & Edifices were destroyed . A. D. 56 . A Star was seen in the sign of Cancer , ",blaz,"ing for the space of four Moneths , directing its course from the North towards the East . The Emper",Y,LIT,,,97,,,"so that many persons & edifices were destroyed . a. d. 56 . a star was seen in the sign of cancer ,",blazing,"for the space of four moneths , directing its course from the north towards the east . the emper"
463,98,336,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,he Comet must be in Conjunction with the Sun . The accurate and ingenious Kepl_r supposeth that the ,Blaz,"e of some Comets , is perforated by the Earth . If so , they may well cause Droughts , and many othe",Y,LIT,,,98,,,he comet must be in conjunction with the sun . the accurate and ingenious kepl_r supposeth that the,Blaze,"of some comets , is perforated by the earth . if so , they may well cause droughts , and many othe"
464,100,359,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"s , and other Hereticks who caused great troubles amongst Christians began this Year . A.D. 389 . A ",Blaz,"ing Star appeared from the North , being in the sign of Gemini , continuing for twenty dayes . Its M",Y,LIT,,,100,,,"s , and other hereticks who caused great troubles amongst christians began this year . a.d. 389 . a",Blazing,"star appeared from the north , being in the sign of gemini , continuing for twenty dayes . its m"
465,101,517,N01483,"Shaking dispensations. An essay upon the mighty shakes, which the hand of heaven, hath given, and is giving, to the world. : With some useful remarks on the death of the French king, who left off to make the world a wilderness, and to destroy the cities thereof; on the twenty-first of August. 1715. In a sermon on that great occasion, at Boston, New-England. 13 d. VIII m. 1715. / By Cotton Mather, D.D. & F.R.S.","Mather, Cotton",1715,sermons_funeral,"Mat . XXIV . 29 . Stars _hall fall from Heaven , & the Powers of the Heavens _hall be _haken . When ",Blaz,"ing Stars , do in their Elliptic Motions make their De_cents towards us , & threaten a Mi_chievous B",Y,LIT,,,101,,,"mat . xxiv . 29 . stars _hall fall from heaven , & the powers of the heavens _hall be _haken . when",Blazing,"stars , do in their elliptic motions make their de_cents towards us , & threaten a mi_chievous b"
466,102,67,A36955.a0,"Albion's blessing a poem panegyrical on His Sacred Majesty, King William the III, and on his happy return, and the publishing the late glorious peace / written by Mr. D'Urfey.","D'Urfey, Thomas",1698,poetry,"ling Haste into its Sphere does come , To Light the Great , the happy Monarch home ; And dress'd in ",Blaz,"es of new dazling Light , Adorns the Splendor of that welcome Night . As those above , the Sons of A",Y,MET,light,,102,,,"ling haste into its sphere does come , to light the great , the happy monarch home ; and dress'd in",Blazes,"of new dazling light , adorns the splendor of that welcome night . as those above , the sons of a"
467,103,352,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"for about the space of fifty years , viz. not until the year of our Lord 138 , when a Star was seen ",blaz,"ing 39 nights together in the signs of Aquarius and Pisces . An Earthquake followed , so that the Ci",Y,LIT,,,103,,,"for about the space of fifty years , viz. not until the year of our lord 138 , when a star was seen",blazing,"39 nights together in the signs of aquarius and pisces . an earthquake followed , so that the ci"
468,104,206,12123905,"The ambitious statesman, or, The loyal favourite as it was acted at the Theatre Royal by His Majesties servants / written by Mr. Crowne.","Crowne, John",1679,drama,"on the shame of humane Nature , To prove himself a man by Inhumanity . He puts whole Kingdoms in a ",blaz,"e of War , Only to still mankind into a Vapour ; Empties the World to fill an idle Story . In short ",Y,MET,UNK,,104,,,"on the shame of humane nature , to prove himself a man by inhumanity . he puts whole kingdoms in a",blaze,"of war , only to still mankind into a vapour ; empties the world to fill an idle story . in short"
469,105,6,A47607.a0,"Sion in distress, or, The groans of the Protestant Chruch [sic]","Keach, Benjamin",1681,poetry,"pproach of Night ! Can this va_t Comet be Ought but the Prologue of Calamity ? Prodigious Meteors , ",blaz,"ing fiery Stars , Are Heralds _ent to menace open Wars Against rebellious and polluted Coa_ts , By H",Y,LIT,,,105,,,"pproach of night ! can this va_t comet be ought but the prologue of calamity ? prodigious meteors ,",blazing,"fiery stars , are heralds _ent to menace open wars against rebellious and polluted coa_ts , by h"
470,107,35,A70084,"Truth maintained, or, Positions delivered in a sermon at the Savoy since traduced for dangerous, now asserted for sovnd and safe / by Thomas Fvller.","Fuller, Thomas",1643,sermons,"firmely a__ented to , no new Starres of Revelation ari_e in any hearts . If any _uch doe burne and ",blaz,"e there , they are but comments which will fade at la_t . In a word this age is not happie with any ",Y,MET,UNK,extended,107,,,"firmely a__ented to , no new starres of revelation ari_e in any hearts . if any _uch doe burne and",blaze,"there , they are but comments which will fade at la_t . in a word this age is not happie with any"
471,108,97,N00242.a0,"Heavens alarm to the world. Or A sermon wherein is shewed, that fearful sights and signs in heaven are the presages of great calamities at hand. By Increase Mather; teacher of a church in Boston in New-England. ; [Eleven lines of Scripture texts]","Mather, Increase",1681,sermons,"ioner of divine Vengeance upon the earth , destroying Cityes , and laying Nations wast before him . ",blaz,ing Stars were seen preceding and portending those miserable times . So when the Saracens ( the firs,Y,LIT,,,108,,,"ioner of divine vengeance upon the earth , destroying cityes , and laying nations wast before him .",blazing,stars were seen preceding and portending those miserable times . so when the saracens ( the firs
472,109,312,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,glitters . Now the Telescope discovers that part of the skye to be exceeding full of little Stars . ,Blaz,"ing Stars do not alwayes ( though often ) appear there . Nevertheless , I believe that when we know ",Y,LIT,,,109,,,glitters . now the telescope discovers that part of the skye to be exceeding full of little stars .,Blazing,"stars do not alwayes ( though often ) appear there . nevertheless , i believe that when we know"
473,110,77,K060980000.a2,A collection of the writings of the author of The true-born English-man.:,"Defoe, Daniel",1703,poetry,"rms , our Whoring to rehear_e . The _prightly part attends the God of Wine , The Drunken Stile mu_t ",blaz,"e in every Line . The_e are the Modern Qualities mu_t do , To make the Poem and the Poet too . Dear ",Y,MET,proclaim,,110,,,"rms , our whoring to rehear_e . the _prightly part attends the god of wine , the drunken stile mu_t",blaze,"in every line . the_e are the modern qualities mu_t do , to make the poem and the poet too . dear"
474,111,541,A27301.a102,Love-letters between a noble-man and his sister,"Behn, Aphra",1684,letters,"and I had met you with an equal Ardor , and never thought of loving , but quench'd the short liv'd ",Blaz,"e as soon as kindled ; and hoping for no more , had never let my hasty Flame arrive any higher than ",Y,MET,emotion,extended,111,,,"and i had met you with an equal ardor , and never thought of loving , but quench'd the short liv'd",Blaze,"as soon as kindled ; and hoping for no more , had never let my hasty flame arrive any higher than"
475,112,591,45578295,"The history of the Kingdom of Scotland. Containing an account of the original of that nation, and of the most remarkable transactions and revolutions during the reigns of seventy two kings and queens, to the seventh year of King William III. Comprehending variety of state intreagues, strange accidents, prodigies, and other memorable occurrences. : With a list of the present nobility of that kingdom. / By R.B.","Crouch, Nathaniel",1696,prose,ht forth Pigs with heads like Dogs ; a Cow had a Calf with an head like a Colt : Before his Death a ,Blaz,"ing Star was seen , and a Sword appeared gliding , up and down the Sky , to the wonder and terror of",Y,LIT,,,112,,,ht forth pigs with heads like dogs ; a cow had a calf with an head like a colt : before his death a,Blazing,"star was seen , and a sword appeared gliding , up and down the sky , to the wonder and terror of"
476,114,570,7944491,"Winter meditations directions how to employ the leisure of the winter for the glory of God : accompanied with reflections as well historical as theological, not only upon the circumstances of winter, but also upon the notable works of God, both in creation and Providence ... / by Cotton Mather ; with a preface of John Higginson.","Mather, Cotton",1693,prose,"hen a poor man is ready to perish with Cold in the Winter , one Spark of it , will in a few minutes ",blaz,"e out so comfortably as to save the Life of him . Instead of so Rude a Fancy , it beseems us to say ",Y,LIT,,,114,,,"hen a poor man is ready to perish with cold in the winter , one spark of it , will in a few minutes",blaze,"out so comfortably as to save the life of him . instead of so rude a fancy , it beseems us to say"
477,115,276,A61124,"Spencer redivivus containing the first book of the Fairy queen his essential design preserv'd, but his obsolete language and manner of verse totally laid aside deliver'd in heroick numbers / by a person of quality.","L'Estrange, Roger",1687,poetry,softer Rhyme : Does now presumet ' attempt the lofty Praise Of Martial Verse and Deeds that Hero's ,blaz,"e . With what their gentlest Thoughts and Actions claim , Together with their lovely Heroins Fame . ",Y,MET,proclaim,,115,,,softer rhyme : does now presumet ' attempt the lofty praise of martial verse and deeds that hero's,blaze,". with what their gentlest thoughts and actions claim , together with their lovely heroins fame ."
478,116,414,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"many great Personages d_ed in England , Also many famous for Learning in other Countries . Ireland ",blaz,"ed with Tyr Owens Rebellion , nor could that Flame be extinguished without the effusion of much Engl",Y,MET,UNK,extended,116,,,"many great personages d_ed in england , also many famous for learning in other countries . ireland",blazed,"with tyr owens rebellion , nor could that flame be extinguished without the effusion of much engl"
479,118,564,A35674,The nuptials of Britain's genius and fame a pindaric poem on the peace / by Mr. Dennis.,"Dennis, John",1697,poetry,"Ravishing my soul my life destroy ! Eternal glories upon whom I gaze , Who drown with your Empyreal ",blaz,"e , The glaring Sun's Meridian Rays ; Ye who can force to Mortals give To wvie Eternity , yet Live ;",Y,MET,,Is this 'light'?,118,,,"ravishing my soul my life destroy ! eternal glories upon whom i gaze , who drown with your empyreal",blaze,", the glaring sun's meridian rays ; ye who can force to mortals give to wvie eternity , yet live ;"
480,119,290,A50931,Paradise regain'd a poem in IV books : to which is added Samson Agonistes / the author John Milton.,"Milton, John",1671,poetry_epic+drama_tragedy,"ever in my own ; Scarce half I seem to live , dead more then half . O dark , dark , dark , amid the ",blaz,"e of noon , Irrecoverably dark , total Eclipse Without all hope of day ! O first created Beam , and ",Y,MET,light,,119,,,"ever in my own ; scarce half i seem to live , dead more then half . o dark , dark , dark , amid the",blaze,"of noon , irrecoverably dark , total eclipse without all hope of day ! o first created beam , and"
481,120,348,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"of holy Martyrs . The same Comet appeared again the next Year , so that Nero 's Reign began with a ",blaz,"ing Star , great Commotions hapned in Jsudea , Chronologers observe that it was in this Year , that ",Y,LIT,,,120,,,"of holy martyrs . the same comet appeared again the next year , so that nero 's reign began with a",blazing,"star , great commotions hapned in jsudea , chronologers observe that it was in this year , that"
482,121,274,99866545,"The gods are men : or The mortality of persons in places of magistracy. As it was explained and applied in a sermon preached at the assize holden at Hertford for that county on March 15. 1656/7. By George Swinnocke M.A. last Fellow of Bailiol Colledge in Oxford, and now preacher of the gospel at Rickmersworth in Hertfordshire.","Swinnock, George",1657,sermons,"ew , and then go out : The bellows of death will blow the spark of sincerity into a flame , and the ",blaz,e of hypocrisie into nothing . O therefore get that saying of our Saviour written on your hearts ; V,Y,MET,UNK,extended,121,,,"ew , and then go out : the bellows of death will blow the spark of sincerity into a flame , and the",blaze,of hypocrisie into nothing . o therefore get that saying of our saviour written on your hearts ; v
483,122,571,K059406000,"The anatomy of Exchange-Alley: or, a system of stock-jobbing. Proving that scandalous trade, as it is now carry'd on, to be knavish in its private practice, and treason in its publick: .. By a jobber.","Defoe, Daniel",1719,prose,"_ides two Kingdoms , _even Dutchies , and the Jewels of the Crown of France . Having thus given the ",blaz,"ing Characters of three Capital Sharpers of Great - Britain , Knaves of le__er Magnitude can have no",Y,MET,grandeur,,122,,,"_ides two kingdoms , _even dutchies , and the jewels of the crown of france . having thus given the",blazing,"characters of three capital sharpers of great - britain , knaves of le__er magnitude can have no"
484,123,130,1761000103_48,"The history of the grand rebellion; containing, the most remarkable transactions from the beginning of the reign of King Charles I. to the happy restoration. ... Digested into verse. Illustrated with about a hundred heads, ... In three volumes. ... The most Remarkable Transactions Of the Twenty-first Year of the Reign of King Charees the First, Anno Dom. 1645.","Ward, Edward 'Ned'",1713,prose,"ing Shot Forg'd like Jove 's Thunderbolts till made so hot That they inflam'd the Thatch , and in a ",blaz,"e Put sev'ral Houses , to the great amaze Of the poor Townsmen , that they cast aside Their Arms to ",Y,LIT,,,123,,,"ing shot forg'd like jove 's thunderbolts till made so hot that they inflam'd the thatch , and in a",blaze,"put sev'ral houses , to the great amaze of the poor townsmen , that they cast aside their arms to"
485,124,523,A36900.a30,"Heavenly pastime, or, Pleasant observations on all the most remarkable passages throughout the Holy Bible of the Old and New Testament newly allegoriz'd in several delightful dialogues, poems, similitudes, and divine fancies / by John Dunton, author of The sickmans passing-bell.","Dunton, John",1685,dialogue/conference,"small Vengeance . Agag . Then try to turn away his wrath with S__crifice , let ten thousand Altars ",blaz,"e with fat @ Bulls and Rams , the spoil that once belonged to Amaleks now fallen Sons . Saul . In va",Y,LIT,,,124,,,"small vengeance . agag . then try to turn away his wrath with s__crifice , let ten thousand altars",blaze,"with fat @ bulls and rams , the spoil that once belonged to amaleks now fallen sons . saul . in va"
486,125,371,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"ritime Islands . It is moreover observable , that a Flood , and Plague , and Famine did attend this ",Blaz,"ing Star . A. D. 1038 , A Comet was seen . This year Conrad the Emperour being in Parma , The People",Y,LIT,,,125,,,"ritime islands . it is moreover observable , that a flood , and plague , and famine did attend this",Blazing,"star . a. d. 1038 , a comet was seen . this year conrad the emperour being in parma , the people"
487,126,578,1083900200_1,"Iberia liberata: a poem. Occasion'd by the success of Her Majesties arms in Catalonia, Valentia, &c. under the command of The Right Honourable Charles, Earl of Peterborough and Monmouth, General of Her Majesties Forces in Spain, and Joynt-Admiral of the Royal Fleet.","Oldmixon, John",1706,poetry,"e City bare with horrid VVast . Lo! from the British Camp the Comets rise , And brighten with their ",blaz,"e the darken'd Skies . An Artist from his Mortars Brazen VVomb , Flings out with fatal Aim the desti",Y,LIT,,,126,,,"e city bare with horrid vvast . lo! from the british camp the comets rise , and brighten with their",blaze,"the darken'd skies . an artist from his mortars brazen vvomb , flings out with fatal aim the desti"
488,128,135,A27288.a9,The emperor of the moon a farce : as it is acted by Their Majesties servants at the Queens Theatre / written by Mrs. A. Behn.,"Behn, Aphra",1687,drama_farce,"d all succeeding Ages had despis'd it . [ He leaps up . Doct . Burn all my Books , and let my Study ",Blaz,"e , Burn all to Ashes , and be sure the Wind Scatter the vile Contagious Monstrous Leys . ÑMost Nobl",Y,LIT,,,128,,,"d all succeeding ages had despis'd it . [ he leaps up . doct . burn all my books , and let my study",Blaze,", burn all to ashes , and be sure the wind scatter the vile contagious monstrous leys . ñmost nobl"
