,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
217,66,66,A63888.2.a2,"Eniautos a course of sermons for all the Sundaies of the year : fitted to the great necessities, and for the supplying the wants of preaching in many parts of this nation : together with a discourse of the divine institution, necessity, sacredness and separation of the office ministeriall / by Jer. Taylor ...","Taylor, Jeremy",1653,sermons," lightning ; the smart is great for ever as at the first change , from the rest of the grave to the ",flam,es of that horrible burning . The Church of Rome amongst some other strange opinions hath inserted t,Y,LIT,,,66,66.0,11066.0,"lightning ; the smart is great for ever as at the first change , from the rest of the grave to the",flames,of that horrible burning . the church of rome amongst some other strange opinions hath inserted t
218,67,67,A61626.a10,Sermons preached on several occasions to which a discourse is annexed concerning the true reason of the sufferings of Christ : wherein Crellius his answer to Grotius is considered / by Edward Stillingfleet ...,"Stillingfleet, Edward",1673,sermons," impatience of casting forth its burden , and at last gives it self ease by sending up a mixture of ",flam,"es , and ashes , and smoak , and a flood of fire , spreading far and destroying where ever it runs ;",Y,LIT,,,67,67.0,9103.0,"impatience of casting forth its burden , and at last gives it self ease by sending up a mixture of",flames,", and ashes , and smoak , and a flood of fire , spreading far and destroying where ever it runs ;"
219,68,68,A28991,"Medicina hydrostatica, or, Hydrostaticks applyed to the materia medica shewing how by the weight that divers bodies, us'd in physick, have in water : one may discover whether they be genuine or adulterate : to which is subjoyn'd a previous hydrostatical way of estimating ores / by the Honourable Robert Boyle ...","Boyle, Robert",1690,science,"f good Brimſtone , like the vulgar , out of lb iij of the Stones ) will take Fire , and burn with a ",Flam,"e for the moſt part blew , like that of common Sulphur . And , if when it ceaſes to flame and ſmoak ",Y,LIT,,,68,68.0,998.0,"f good brimſtone , like the vulgar , out of lb iij of the stones ) will take fire , and burn with a",Flame,"for the moſt part blew , like that of common sulphur . and , if when it ceaſes to flame and ſmoak"
220,70,70,A67510,"Labour in vain: or, What signifies little or nothing Viz. I. The poor man's petitioning at court. II. Expectation of benefit from a covetous man in his life-time. III. The marriage of an old man to a young woman. IV. Endeavours to regulate mens manners by preaching or writing. V. Being a Jacobite. VI. Confining an insolvent debtor. VII. Promise of secrecy in a conspiracy. VIII. An enquiry after a place.","Ward, Edward 'Ned'",1700,fiction,"ady for his Bride , who had not the Charms to renue an old Aeson's Age , sensible that his expiring ",Flam,"e could not long last , he was Impatient of delay ; so by continual Courtship he try'd to watch his ",Y,MET,emotion,,70,70.0,884.0,"ady for his bride , who had not the charms to renue an old aeson's age , sensible that his expiring",Flame,"could not long last , he was impatient of delay ; so by continual courtship he try'd to watch his"
221,71,71,A36600.a2,"The assignation, or, Love in a nunnery as it is acted, at the Theatre-Royal / written by John Dryden.","Dryden, John",1673,drama_comedy,"y . They walk farther off . Aur . stepping towards Lau . Damsel of darkness , advance , and meet my ",flam,"es . Lau . stepping forward . Right trusty Valet , heard , but yet unseen , I have advanced one step",Y,MET,,,71,71.0,10478.0,"y . they walk farther off . aur . stepping towards lau . damsel of darkness , advance , and meet my",flames,". lau . stepping forward . right trusty valet , heard , but yet unseen , i have advanced one step"
222,72,72,A26858,"Against the revolt to a foreign jurisdiction, which would be to England its perjury, church-ruine, and slavery in two parts ... / by Richard Baxter ...","Baxter, Richard",1691,prose,"yet we do not see the End : The Hostility continueth , if not increaseth , even while the Blood and ",Flam,"es of Germany , Hungary , Transilvania , Savoy , Flanders , and Ireland and partly Scotland , loudly",Y,LIT,,,72,72.0,7193.0,"yet we do not see the end : the hostility continueth , if not increaseth , even while the blood and",Flames,"of germany , hungary , transilvania , savoy , flanders , and ireland and partly scotland , loudly"
223,73,73,K040172000,The free-holder: or political essays.,"Addison, Joseph",1716,prose,pany had been obliged to take the Abjuration Oath againſt their Will . Being at length thoroughly en,flam,"ed with Zeal and Punch , we reſolved to take Horſe the next Morning ; which we did accordingly , hav",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,73,73.0,9925.0,pany had been obliged to take the abjuration oath againſt their will . being at length thoroughly en,flamed,"with zeal and punch , we reſolved to take horſe the next morning ; which we did accordingly , hav"
224,74,74,A56144,"Canterburies doome, or, The first part of a compleat history of the commitment, charge, tryall, condemnation, execution of William Laud, late Arch-bishop of Canterbury containing the severall orders, articles, proceedings in Parliament against him, from his first accusation therein, till his tryall : together with the various evidences and proofs produced against him at the Lords Bar ... : wherein this Arch-prelates manifold trayterous artifices to usher in popery by degrees, are cleerly detected, and the ecclesiasticall history of our church-affaires, during his pontificall domination, faithfully presented to the publike view of the world / by William Prynne, of Lincolns Inne, Esquire ...","Prynne, William",1646,prose+legal,"vely , by ſubtracting the fuell thereof . Secondly poſitively , by extinguiſhing , as it were , the ",flam,"e thereof , with ſomething elſe caſt upon it . According to theſe diſtinctions , the truth in this p",Y,LIT,,,74,74.0,5000.0,"vely , by ſubtracting the fuell thereof . secondly poſitively , by extinguiſhing , as it were , the",flame,"thereof , with ſomething elſe caſt upon it . according to theſe diſtinctions , the truth in this p"
225,76,76,A53061.a119,"Poems, and fancies written by the Right Honourable, the Lady Margaret Newcastle.","Cavendish, Margaret",1653,dialogue/conference,"re is made light : Quencht out , you dwell as in perpetuall Night . It heats the Spirits of Men , in",flam,"es their blood , And makes them seek for Actions great , and good . Then be you just , since you the",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,76,76.0,5351.0,"re is made light : quencht out , you dwell as in perpetuall night . it heats the spirits of men , in",flames,"their blood , and makes them seek for actions great , and good . then be you just , since you the"
226,77,77,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,"lib. 9 . cap. 8 . with others , do affirm . And Sennertus , lib. 1 . par. 1 . cap. 27 . says , an In",flam,"mation may happen to the Brain , and that in time may Apostemate . XLIX . Authors account this among",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,77,77.0,8198.0,"lib. 9 . cap. 8 . with others , do affirm . and sennertus , lib. 1 . par. 1 . cap. 27 . says , an",inflammation,"may happen to the brain , and that in time may apostemate . xlix . authors account this among"
227,78,78,A53049,"Observations upon experimental philosophy to which is added The description of a new blazing world / written by the thrice noble, illustrious, and excellent princesse, the Duchess of Newcastle.","Cavendish, Margaret",1666,science,"e heat which is the effect of fire ; for that is onely patterned out , and not the substance of the ",flam,"e or fire it self : But on the contrary , if the heat of the fire did actually and really spread it ",Y,LIT,,,78,78.0,2784.0,"e heat which is the effect of fire ; for that is onely patterned out , and not the substance of the",flame,"or fire it self : but on the contrary , if the heat of the fire did actually and really spread it"
228,79,79,12256262,"Pharmacopoeia Bateana, or, Bate's dispensatory translated from the second edition of the Latin copy, published by Mr. James Shipton : containing his choice and select recipe's, their names, compositions, preparations, vertues, uses, and doses, as they are applicable to the whole practice of physick and chyrurgery : the Arcana Goddardiana, and their recipe's intersperst in their proper places, which are almost all wanting in the Latin copy : compleated with above five hundred chymical processes, and their explications at large, various observations thereon, and a rationale upon each process : to which are added in this English edition, Goddard's drops, Russel's pouder [sic], and the Emplastrum febrifugum, those so much fam'd in the world : as also several other preparations from the Collectanea chymica, and other good authors / by William Salmon ...","Salmon, William",1694,science_medicine,rret Wine is better than Water . § 2 . In the first Case it ought to be often used ; to abate the In,flam,"ation , or discuss the Tumor if possible ; and as often in the latter Case , where cleansing the Ulc",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,79,79.0,4093.0,rret wine is better than water . § 2 . in the first case it ought to be often used ; to abate the,inflamation,", or discuss the tumor if possible ; and as often in the latter case , where cleansing the ulc"
229,80,80,247000101_1,The life and notable adventures of that renown'd knight Don Quixote de la Mancha. Merrily translated into Hudibrastick verse. By Edward Ward. ...,"Ward, Edward 'Ned'",1711,fiction,"ye , And all betweeen the distant Poles , Be toss'd and wrack'd as well as I . Then will I burst my ",flam,"ing Heart , Amidst the terrible surprize , For her who does to some impart Those Favours she to me d",Y,MET,emotion,,80,80.0,7403.0,"ye , and all betweeen the distant poles , be toss'd and wrack'd as well as i . then will i burst my",flaming,"heart , amidst the terrible surprize , for her who does to some impart those favours she to me d"
230,84,84,1749900400,"The conduct of the allies, and of the late ministry, in beginning and carrying on the present war.","Swift, Jonathan",1711,prose,scolding woman in a large house .’ They would have it that such continued ill usage was enough to in,flam,"e the meekest spirit . They blame the favourites in point of policy , and think it nothing extraordi",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,84,84.0,7305.0,scolding woman in a large house .’ they would have it that such continued ill usage was enough to in,flame,"the meekest spirit . they blame the favourites in point of policy , and think it nothing extraordi"
231,85,85,A53055,The philosphical and physical opinions written by Her Excellency the Lady Marchionesse of Newcastle.,"Cavendish, Margaret",1655,science,"breaking those lines a sunder , sets those pointed parts at liberty , which causeth it to rise in a ",flam,"e , and the reason why it flames , is , that it doth not suddenly lose the circular extenuating natu",Y,LIT,,,85,85.0,10891.0,"breaking those lines a sunder , sets those pointed parts at liberty , which causeth it to rise in a",flame,", and the reason why it flames , is , that it doth not suddenly lose the circular extenuating natu"
232,86,86,A29010,"Occasional reflections upon several subiects, whereto is premis'd a discourse about such kind of thoughts","Boyle, Robert",1665,prose,"ction : So thoſe very Truths and Notions of a learned Preacher , which do but enlighten him , may in",flam,"e his Hearers , and kindle in their hearts the love of God . And as if a Perfume be ſet on fire by t",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,86,86.0,6835.0,"ction : so thoſe very truths and notions of a learned preacher , which do but enlighten him , may in",flame,"his hearers , and kindle in their hearts the love of god . and as if a perfume be ſet on fire by t"
233,88,88,N00887,"Christianus per ignem. Or, A disciple warming of himself and owning of his Lord: with devout and useful meditations, fetch'd out of the fire, by a Christian in a cold season, sitting before it. A work though never out of season, yet more particularly, designed for the seasonable and profitable entertainment, of them that would well employ their liesure [sic] by the fire-side. : [Three lines in Latin from Alsted]","Mather, Cotton",1702,prose+poetry,"te of these parts , in such a Number , as to be visible unto the Eye , is what we call , Fire , and ",Flam,"e ; a lesser , thinner , and more dispersed Collection of them , is Heat , and Warmth . Fire and Hea",Y,LIT,,,88,88.0,6404.0,"te of these parts , in such a number , as to be visible unto the eye , is what we call , fire , and",Flame,"; a lesser , thinner , and more dispersed collection of them , is heat , and warmth . fire and hea"
234,90,90,A28965.a0,"Essays of the strange subtilty great efficacy determinate nature of effluviums. To which are annext New experiments to make fire and flame ponderable. : Together with A discovery of the perviousness of glass. : Also An essay, about the origine and virtue of gems. / By the Honourable Robert Boyle ... ; To which is added The prodromus to a dissertation concerning solids naturally contained within solids giving an account of the Earth, and its productions. By Nicholas Steno. ; Englished by H.O.","Boyle, Robert",1673,science,"ble ; and though the Copperplate were at a conſiderable diſtance from the ignited Sulphur , yet the ",Flam,"e ſeem'd to have really penetrated it , and to have made it viſibly ſwell or grow thicker ; which ap",Y,LIT,,,90,90.0,1121.0,"ble ; and though the copperplate were at a conſiderable diſtance from the ignited sulphur , yet the",Flame,"ſeem'd to have really penetrated it , and to have made it viſibly ſwell or grow thicker ; which ap"
235,92,92,45578489,The poet's ramble after riches. With Reflections upon a country corporation. Also The author's lamentation in the time of adversity. / By the author of The trip to Jamaica.,"Ward, Edward 'Ned'",1699,satire,"t , Fearing their Wives in indignation , Should blow up our Association . With Sparkling Eyes , and ",Flam,"ing Noses , They all reel'd home unto their Spouses : Leaving my Host and I to prate , Of some affai",Y,MET,AMB,,92,92.0,1463.0,"t , fearing their wives in indignation , should blow up our association . with sparkling eyes , and",Flaming,"noses , they all reel'd home unto their spouses : leaving my host and i to prate , of some affai"
236,93,93,A35678,"Remarks on a book entituled Prince Arthur, an heroick poem with some general critical observations and several new remarks upon Virgil / by Mr. Dennis.","Dennis, John",1696,prose,"ile we are assur'd , that he is in a very great Rage , nay , in a more than mortal Fury . Infern al ",Flam,"es rage in his poison'd Blood , And his swoln Soul boils with the impetuous Flood . Now as soon as e",Y,MET,emotion,extended,93,93.0,1074.0,"ile we are assur'd , that he is in a very great rage , nay , in a more than mortal fury . infern al",Flames,"rage in his poison'd blood , and his swoln soul boils with the impetuous flood . now as soon as e"
237,94,94,A29003.a0,"New experiments physico-mechanicall, touching the spring of the air, and its effects (made, for the most part, in a new pneumatical engine) : written by way of letter to the Right Honorable Charles, Lord Vicount of Dungarvan, eldest son to the Earl of Corke / by the Honorable Robert Boyle, Esq.","Boyle, Robert",1660,letters," a medium , as we could make in our Receiver , by evacuating it . We caus'd then to be blown at the ",Flam,"e of a Lamp , a Glass - bubble of about the bigness of a small Hen - egge , and of an Oval form , sa",Y,LIT,,,94,94.0,130.0,"a medium , as we could make in our receiver , by evacuating it . we caus'd then to be blown at the",Flame,"of a lamp , a glass - bubble of about the bigness of a small hen - egge , and of an oval form , sa"
238,95,95,14872472,"Wonderful prodigies of judgment and mercy discovered in above three hundred memorable histories ... / impartially collected from antient and modern authors of undoubted authority and credit, and imbellished with divers curious pictures of several remarkable passages therein by R.B., author of the History of the wars of England, and the Remarks of London &c.","Crouch, Nathaniel",1682,prose," ... ] , they endeavoured to drown his voice , by sounding of Trumpets ; and so in the midst of the ",Flam,"es , praying and exhorting the People to Constancy in the Truth , he rendred up his Soul unto God . ",Y,LIT,,,95,95.0,5613.0,"... ] , they endeavoured to drown his voice , by sounding of trumpets ; and so in the midst of the",Flames,", praying and exhorting the people to constancy in the truth , he rendred up his soul unto god ."
239,96,96,N01488.a3,"Several sermons wherein is shewed, I. That Jesus Christ is a mighty Saviour. II. That God converts his elect some at one age, and some at another, commonly before old age. III. That when godly men dye, angels carry their souls to another and a better world. : With a preface in which there is a brief and true character of the Reverend Mr. Thomas Bridge a lately deceased pastor in one of the churches in Boston. / By Increase Mather, D.D. ; [Four lines of quotations]","Mather, Increase",1715,sermons," word to my Text ſays , In hell be lift up his eyes . And how was it with him there ! was he not in ",flam,"ing Torment ? Lazarus his Soul was in Paradiſe , but the Soul of Dives was in the place of Torment ;",Y,MET,AMB,Biblical context so I am not sure,96,96.0,8960.0,"word to my text ſays , in hell be lift up his eyes . and how was it with him there ! was he not in",flaming,"torment ? lazarus his soul was in paradiſe , but the soul of dives was in the place of torment ;"
240,97,97,A36766,"De arte graphica The art of painting / by C.A. Du Fresnoy ; with remarks ; translated into English, together with an original preface containing a parallel betwixt painting and poetry, by Mr. Dryden ; as also A short account of the most eminent painters, both ancient and modern, continu'd down to the present times, according to the order of their succession, by another hand.","Dryden, John",1695,prose," causis corrup__ae eloquentiae , says , That Painting resembles Fi__e which is __ed by the Fuel , in",flam,"'d by Motion , and ga__hers strength by burning : For the power of the Genius is onely augmented by ",Y,LIT,,,97,97.0,3345.0,"causis corrup__ae eloquentiae , says , that painting resembles fi__e which is __ed by the fuel , in",flam'd,"by motion , and ga__hers strength by burning : for the power of the genius is onely augmented by"
241,98,98,45789420,"The Christian-man's calling : or, A treatise of making religion ones business. Wherein the nature and necessity of it is discovered. : As also the Christian directed how he may perform it in [brace] religious duties, natural actions, his particular vocation, his family directions, and his own recreations. / By George Swinnock ...","Swinnock, George",1662,prose,"o their Patients , that whilst they go about to cool the liver ( least it should set the blood in a ",flam,"e ) kill the stomach , and thereby necessarily destroy the body . They pretend some fear that thou m",Y,MET,AMB,Metaphor - sensation? ,98,98.0,714.0,"o their patients , that whilst they go about to cool the liver ( least it should set the blood in a",flame,") kill the stomach , and thereby necessarily destroy the body . they pretend some fear that thou m"
242,100,100,12276879,"Tracts written by the Honourable Robert Boyle containing New experiments, touching the relation betwixt flame and air, and about explosions, an hydrostatical discourse occasion'd by some objections of Dr. Henry More against some explications of new experiments made by the author of these tracts : to which is annex't, An hydrostatical letter, dilucidating an experiment about a way of weighing water in water, new experiments, of the positive or relative levity of bodies under water, of the air's spring on bodies under water, about the differing pressure of heavy solids and fluids.","Boyle, Robert",1672,science_chemistry+letters,"robably we might receive some new informations about the Diversities , and some other Phaenomena of ",Flam,"e , and the various degrees , wherein the Air is necessary or helpful to them . EXPER. I . Reciting ",Y,LIT,,,100,100.0,454.0,"robably we might receive some new informations about the diversities , and some other phaenomena of",Flame,", and the various degrees , wherein the air is necessary or helpful to them . exper. i . reciting"
243,101,101,51784424,"The history of the reformation of the Church of England. The second part, of the progress made in it till the settlement of it in the beginning of Q. Elizabeth's reign. / By Gilbert Burnet, D.D.","Burnet, Gilbert",1681,prose,"t Propositions they had for a Peace , knowing already what they were ; and from thence studied to in",flam,"e the Ambassadors , since it appeared how little the French regarded their Mediation , or the Peace ",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,101,101.0,7342.0,"t propositions they had for a peace , knowing already what they were ; and from thence studied to in",flame,"the ambassadors , since it appeared how little the french regarded their mediation , or the peace"
244,102,102,A43554,"Theologia veterum, or, The summe of Christian theologie, positive, polemical, and philological, contained in the Apostles creed, or reducible to it according to the tendries of the antients both Greeks and Latines : in three books / by Peter Heylyn.","Heylyn, Peter",1654,prose," below those most rare endowments , wherewith God had invested him at his first Creation . But to in",flam,"e him with an hope of being like unto God , to tell him Eritis sicut Dii , that there should be no d",Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,102,102.0,7238.0,"below those most rare endowments , wherewith god had invested him at his first creation . but to in",flame,"him with an hope of being like unto god , to tell him eritis sicut dii , that there should be no d"
245,105,105,A64145,"The worthy communicant, or, A discourse of the nature, effects, and blessings consequent to the worthy receiving of the Lords Supper and of all the duties required in order to a worthy preparation : together with the cases of conscience occurring in the duty of him that ministers, and of him that communicates : to which are added, devotions fitted to every part of the ministration / by Jeremy Taylor ...","Taylor, Jeremy",1660,prose,"orward , full of appetite , and full of holy fires : but when his little fuel is consumed , and his ",flam,"e abates , when he goes on & grows weary , when he mingles with the world , and by every conversatio",Y,MET,AMB,extended,105,105.0,608.0,"orward , full of appetite , and full of holy fires : but when his little fuel is consumed , and his",flame,"abates , when he goes on & grows weary , when he mingles with the world , and by every conversatio"
246,107,107,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,"of the Blood , or Choler , with other vices and defilements of the Skin : it powerfully represses In",flam,"mations , Erysipela's , Wild - fire , Shingles , with other kinds of hot Tumors or Eruptions . 9 . O",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,107,107.0,7905.0,"of the blood , or choler , with other vices and defilements of the skin : it powerfully represses",inflammations,", erysipela's , wild - fire , shingles , with other kinds of hot tumors or eruptions . 9 . o"
247,108,108,A50909.a70,"Letters of state written by Mr. John Milton, to most of the sovereign princes and republicks of Europe, from the year 1649, till the year 1659 ; to which is added, an account of his life ; together with several of his poems, and a catalogue of his works, never before printed.","Milton, John",1654,letters," perſwade your Majeſty to the ſame . The Proteſtants have Enemies every where enow and to ſpare , in",flam,'d with inexorable revenge ; they never were known to have conſpir'd more perniciouſly to our deſtru,Y,MET,AMB,emotion or something like 'instigate' or 'inspire'?,108,108.0,9542.0,"perſwade your majeſty to the ſame . the proteſtants have enemies every where enow and to ſpare , in",flam'd,with inexorable revenge ; they never were known to have conſpir'd more perniciouſly to our deſtru
248,109,109,12054597,"The sinners last sentence to eternal punishment, for sins of omission wherein is discovered, the nature, causes, and cure of those sins / by Geo. Swinnock.","Swinnock, George",1673,prose,"in the night . If a mans house be on fire in the night , that he hears the noise and ratling of the ",flam,"es , seeth no way of escape for himself , his Wife , and his Children ; O in what a plight is he ? h",Y,LIT,,,109,109.0,5338.0,"in the night . if a mans house be on fire in the night , that he hears the noise and ratling of the",flames,", seeth no way of escape for himself , his wife , and his children ; o in what a plight is he ? h"
249,112,112,A27315.a57,"Poems upon several occasions with, A voyage to the island of love / by Mrs. A. Behn.","Behn, Aphra",1684,poetry,"ks Sense , Such as his Mistress Eyes inspire ; Forgets his learned Eloquence , Nor now compares his ",Flam,"e to his own Chimick fire . III . The Miser there opens his Golden heaps , And at Love 's Altar , of",Y,MET,AMB,,112,112.0,2282.0,"ks sense , such as his mistress eyes inspire ; forgets his learned eloquence , nor now compares his",Flame,"to his own chimick fire . iii . the miser there opens his golden heaps , and at love 's altar , of"
250,113,113,A53065,"The worlds olio written by the Right Honorable, the Lady Margaret Newcastle.","Cavendish, Margaret",1655,undetermined,"on Fire , or melts it , as Metal in a Furnace , producing an Unnatural Heat in the Arteries , and in",flam,"es the Vital Spirits therein , which produceth incurable Hectick Feavers . The Effects of Sickness .",Y,MET,AMB,I think sensation?,113,113.0,355.0,"on fire , or melts it , as metal in a furnace , producing an unnatural heat in the arteries , and in",flames,"the vital spirits therein , which produceth incurable hectick feavers . the effects of sickness ."
251,114,114,FRHO_2,The Free-Holder,"Addison, Joseph",1716,magazine,"utter , and every Patch we shall stick on . We do further promise , to annoy the Enemy with all the ",Flam,"es , Darts , and Arrows with which Nature has armed us ; never to correspond with them by Sigh , Ogl",Y,LIT,,,114,114.0,3456.0,"utter , and every patch we shall stick on . we do further promise , to annoy the enemy with all the",Flames,", darts , and arrows with which nature has armed us ; never to correspond with them by sigh , ogl"
252,115,115,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,"Tutty prepared {ounce} ix. Saccharum Saturni {ounce} v. mix , and make an Ointment . It cures all In",flam,"mations , foul , sordid , and rebellious Ulcers , Burnings with Fire , and an Erysipelas . It cools ",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,115,115.0,7906.0,"tutty prepared {ounce} ix. saccharum saturni {ounce} v. mix , and make an ointment . it cures all",inflammations,", foul , sordid , and rebellious ulcers , burnings with fire , and an erysipelas . it cools"
253,116,116,99868679,"The door of salvation opened by the key of regeneration : or A treatise containing the nature, necessity, marks and means of regeneration; as also the duty of the regenerate. / By George Swinnocke, M.A. and pastor of Rickmersworth in Hertfordshire.","Swinnock, George",1661,prose,"ists hands , and for this cause thou couldst not possibly prove ( as Adam ) a bankrupt . Though the ",flam,"e of a zealous profession might be abated , yet there would be fire on the hearth under the ashes ; ",Y,MET,AMB,extended,116,116.0,10204.0,"ists hands , and for this cause thou couldst not possibly prove ( as adam ) a bankrupt . though the",flame,"of a zealous profession might be abated , yet there would be fire on the hearth under the ashes ;"
254,117,117,27242136,"A treatise of chirurgical operations after the newest, and most exact method founded on the structure of the parts ... : to which is annex'd A general idea of wounds / written originally by Joseph De la Charier ; and translated into English by R. B.","Crouch, Nathaniel",1696,science_medicine,"obe , and the Air , which never passeth through the Wound : There are some others , as the Pain , In",flam,"ation , Fever , Heaviness , and Difficulty of Breathing ; besides the thickness of the exterior part",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,117,117.0,9657.0,"obe , and the air , which never passeth through the wound : there are some others , as the pain ,",inflamation,", fever , heaviness , and difficulty of breathing ; besides the thickness of the exterior part"
255,118,118,A35961,"The anatomy of human bodies, comprehending the most modern discoveries and curiosities in that art to which is added a particular treatise of the small-pox & measles : together with several practical observations and experienced cures ... / written in Latin by Ijsbrand de Diemerbroeck ... ; translated from the last and most correct and full edition of the same, by William Salmon ...","Salmon, William",1694,science_medicine,"hin three days by reason of the stoppage of the deprav'd Humors now remaining within , a terrible In",flam,"mation of the whole Thigh ensued , with a vast swelling and intollerable pain , that threatned nothi",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,118,118.0,4379.0,"hin three days by reason of the stoppage of the deprav'd humors now remaining within , a terrible",inflammation,"of the whole thigh ensued , with a vast swelling and intollerable pain , that threatned nothi"
256,119,119,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,", respect being had , 1 . To the strength , and habit or constitution of the Body . 2 . To hinder In",flam,"mation , as the generation of much matter . CXIV . The bleeding being staid , ( whether naturally , ",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,119,119.0,8064.0,", respect being had , 1 . to the strength , and habit or constitution of the body . 2 . to hinder",inflammation,", as the generation of much matter . cxiv . the bleeding being staid , ( whether naturally ,"
257,121,121,A51327,"Utopia written in Latin by Sir Thomas More, Chancellor of England ; translated into English.","Burnet, Gilbert",1684,fiction,"a Trial , he was condemned to banishment , not for having disparaged their Religion , but for his in",flam,"ing the People to Sedition : for this is one of their ancientest Laws , that no Man ought to be puni",Y,MET,AMB,Inciting?,121,121.0,10996.0,"a trial , he was condemned to banishment , not for having disparaged their religion , but for his in",flaming,"the people to sedition : for this is one of their ancientest laws , that no man ought to be puni"
258,123,123,A53055,The philosphical and physical opinions written by Her Excellency the Lady Marchionesse of Newcastle.,"Cavendish, Margaret",1655,science,"ody is of humour , the sooner the body is consumed , for the humours serve as oyl , and though they ",flam,"e , yet they keep in the light of life ; in all other fevours evacuations of all sorts are good , fo",Y,LIT,,,123,123.0,10910.0,"ody is of humour , the sooner the body is consumed , for the humours serve as oyl , and though they",flame,", yet they keep in the light of life ; in all other fevours evacuations of all sorts are good , fo"
259,126,126,A31542,"The Spanish decameron, or, Ten novels ... made English by R.L.","L'Estrange, Roger",1686,fiction,"he World . Nor did Almeria 's Eyes , less discover her Passion than Octavio 's , her Heart was so in",flam,"'d , with Loves powerful Darts , perceiving him so near who had conquer'd her Affections , that she ",Y,MET,emotion,,126,126.0,1016.0,"he world . nor did almeria 's eyes , less discover her passion than octavio 's , her heart was so in",flam'd,", with loves powerful darts , perceiving him so near who had conquer'd her affections , that she"
260,128,128,A27015,"The safe religion, or, Three disputations for the reformed catholike religion against popery proving that popery is against the Holy Scriptures, the unity of the catholike church, the consent of the antient doctors, the plainest reason, and common judgment of sense it self / by Richard Baxter.","Baxter, Richard",1657,prose,"and which we ſee to be placed in all Nations as was promiſed , we have deſerved ( or procured ) the ",flam,es of hatred from thoſe whom we deſire to draw into its pacifike boſome in ſtead of thanks . ] And h,Y,MET,emotion,,128,128.0,6796.0,"and which we ſee to be placed in all nations as was promiſed , we have deſerved ( or procured ) the",flames,of hatred from thoſe whom we deſire to draw into its pacifike boſome in ſtead of thanks . ] and h
261,129,129,A25703.a6,"An apology for the Protestants of France, in reference to the persecutions they are under at this day in six letters.","L'Estrange, Roger",1683,letters,"d Subjects in a Kingdom , where their Loyalty has undergon such rough Tryals , will be all zeal and ",flam,"e in the service and for the Honour of our good King , who takes them into his Protection with so mu",Y,MET,AMB,,129,129.0,1123.0,"d subjects in a kingdom , where their loyalty has undergon such rough tryals , will be all zeal and",flame,"in the service and for the honour of our good king , who takes them into his protection with so mu"
262,130,130,12257952,"Ars chirurgica a compendium of the theory and practice of chirurgery in seven books ... shewing the names, causes, signs, differences, prognosticks, and various intentions of curing all kinds of chirurgick diseases ... : to which is added Pharmacopoeia chirurgica, or, The medical store, Latin and English ... / by William Salmon ...","Salmon, William",1697,science_medicine,ies and Veins of the Arm-pits ; and the Nerves arifing from the Vertebrae of the Neck behind ; an In,flam,"mation , and other vehement Symptoms do generally happen . IX . The Cure . First examine the Place a",Y,MET,sensation,Is inflammation MET and 'sensation' or something? Like with burning rash?,130,130.0,8348.0,ies and veins of the arm-pits ; and the nerves arifing from the vertebrae of the neck behind ; an,inflammation,", and other vehement symptoms do generally happen . ix . the cure . first examine the place a"
