,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
685,82,3072,A40691,"Triana, or, A threefold romanza of Mariana. Paduana. Sabina","Fuller, Thomas",1654,prose,"he fir_t had forgotten him , till his memory was quickned with the effectuall token of the Bonds he ",burn,"t ; welcome Woodmonger _aid the King , thy _uite is granted in the asking of it , and pre_ently a la",Y,MET,UNK,perhaps 'destroy'?,82,,,"he fir_t had forgotten him , till his memory was quickned with the effectuall token of the bonds he",burnt,"; welcome woodmonger _aid the king , thy _uite is granted in the asking of it , and pre_ently a la"
686,83,3804,A47473,"Distressed Sion relieved, or, The garment of praise for the spirit of heaviness wherein are discovered the grand causes of the churches trouble and misery under the late dismal dispensation : with a compleat history of, and lamentation for those renowned worthies that fell in England by popish rage and cruelty, from the year 1680 to 1688 ... / by Benjamin Keach ...","Keach, Benjamin",1689,prose,"de Wives to be Widdows , and Children E_therleis , Towns and Cities to be without Inhabitant ; Hast ",burn,"ed famous Cities , and destroyed dive_s Countries by Fire , Sword , and other lamentable Devastation",Y,LIT,,,83,,,"de wives to be widdows , and children e_therleis , towns and cities to be without inhabitant ; hast",burned,"famous cities , and destroyed dive_s countries by fire , sword , and other lamentable devastation"
687,84,3538,A26951.4,"The life of faith in three parts, the first is a sermon on Heb. 11, 1, formerly preached before His Majesty, and published by his command, with another added for the fuller application : the second is instructions for confirming believers in the Christian faith : the third is directions how to live by faith, or how to exercise it upon all occasions / by Richard Baxter.","Baxter, Richard",1670,prose,they would take him for a damnable Heretick that denyeth it ; and perhaps would con_ent that he be ,burn,"t at a _take : So that you would think the_e men _hould live , as if Heaven and Hell were open to th",Y,LIT,,,84,,,they would take him for a damnable heretick that denyeth it ; and perhaps would con_ent that he be,burnt,"at a _take : so that you would think the_e men _hould live , as if heaven and hell were open to th"
688,86,6860,127500500,"Memoirs of Ireland from the Restoration, to the present times. Containing I. An Account of the Designs of the Tories in England and Ireland, to ruin the Protestant Interest there, by breaking the Act of Settlement, and other Acts made for its Security, in 1660, & seq. II. A Conspiracy to massacre the Protestants, in 1674. III. A Plot for a French Invasion, and to betray the strong Cities and Ports to the Invaders. IV. The Debates concerning that Plot in the Parliament of England, and the Proceedings against the Earl of Tyrone, and others thereupon. V. Tyrconnel's Cruel and Arbitrary Government. VI. The Tyrannical Reign of the late King James, and his Treaty with Lewis the XIVth, to deliver up that Kingdom to him. Vii. Some Facts of the Wars in Ireland in 1689, 1690, 1691. Never before Printed. With lists of King James's officers civil and military; of his Popish Parliament in 1689, and of King William's Parliament in 1691. By the author of the Secret history of Europe.","Oldmixon, John",1716,prose,"eaten'd him , because he did not Countenance their Report , that he had order'd his own Servants to ",burn,"his House . A Priest was the Person that set it a - Fire , the Business therefore was hush'd up , a",Y,LIT,,,86,,,"eaten'd him , because he did not countenance their report , that he had order'd his own servants to",burn,"his house . a priest was the person that set it a - fire , the business therefore was hush'd up , a"
689,87,6463,80923121,"The Bostonian Ebenezer. Some historical remarks, on the state of Boston, the chief town of New England, and of English America. With some, agreeable methods, for preserving and promoting, the good state of that, as well as any other town, in the like circumstances. / Humbly offered, by a native of Boston.","Mather, Cotton",1698,prose,"He can do when He will , by His Fiery Rebukes . We have it Threatned , in Ezek . 16.41 . They shall ",Burn,"thine Houses with Fire . It is also Threatned , That God will Empty our Houses of us ; and this can",Y,LIT,,,87,,,"he can do when he will , by his fiery rebukes . we have it threatned , in ezek . 16.41 . they shall",Burn,"thine houses with fire . it is also threatned , that god will empty our houses of us ; and this can"
690,88,2332,K049441000,"A short view of the present state of the Protestant religion in Britain: as it is now profest in the episcopal church in England, the Presbyterian church in Scotland, and the dissenters in both.","Defoe, Daniel",1707,prose,", Pa__ion , Prophanene_s , or any thing el_e that de_erves Reproach ; when they can do this , I'll ",burn,"this Book at the Mercat Cro_s , and de_ire all the World to regard no more what I _ay , and till th",Y,LIT,,,88,,,", pa__ion , prophanene_s , or any thing el_e that de_erves reproach ; when they can do this , i'll",burn,"this book at the mercat cro_s , and de_ire all the world to regard no more what i _ay , and till th"
691,89,6115,A54795.a58,"Sportive vvit the muses merriment, a new spring of lusty drollery, joviall fancies, and a la mode lamponnes, on some heroic persons of these late times, never before exposed to the publick view / collected for the publick good by a club of sparkling wits,","Phillips, John",1656,poetry,"dy's Prayer to Cupid . SInce I must needs into thy Schoole return , Be pitifull O Love I and do not ",burn,"Me with desire of cold , and frozen age , Nor let me follow a fond Boy , or Page ; But gentle Cupid",Y,MET,UNK,perhaps 'hurt'?,89,,,"dy's prayer to cupid . since i must needs into thy schoole return , be pitifull o love i and do not",burn,"me with desire of cold , and frozen age , nor let me follow a fond boy , or page ; but gentle cupid"
692,90,6682,18964184,"The general history of earthquakes being an account of the most remarkable and tremendous earthquakes that have happened in divers parts of the world, from the creation to this time, as they are recorded by sacred and common authors, and perticularly those lately in Naples, Smyrna, Jamaica and Sicily : with a description of the famous burning mount, AEtna, in that island, and relation of the several dreadful conflagrations and fiery irruptions thereof for many ages : likewise the natural and material causes of earthquakes, with the usual signs and prognosticks of their approach, and the consequents and effects that have followed several of them / by R.B.","Crouch, Nathaniel",1694,science_geography,ther Island next to this formed in 1670 . not without great terror to those of Santorin ; since the ,burn,"ing lasted for a year , as some ancient People who saw it with their Eyes did lately testifie ; But ",Y,LIT,,,90,,,ther island next to this formed in 1670 . not without great terror to those of santorin ; since the,burning,"lasted for a year , as some ancient people who saw it with their eyes did lately testifie ; but"
693,91,990,A56136,"A brief apologie for all nonsubscribers, and looking-glasse for all apostate perjured prescribers & subscribers of the new engagement wherein they may clearly behold their presidents, sin, horrour, punishment.","Prynne, William",1649,prose,"d and subscribed against : and thereupon preaching and maintaining it publikely , was app_ehended , ",burn,"t , and undauntedly sealed it with his blood , to make amends for his former cowardly and unworthy s",Y,LIT,,,91,,,"d and subscribed against : and thereupon preaching and maintaining it publikely , was app_ehended ,",burnt,", and undauntedly sealed it with his blood , to make amends for his former cowardly and unworthy s"
694,92,4226,K040557000.a7,Liberty asserted: A tragedy. As it is acted at the New Theatre in Little Lincoln's-Inn-Fields. Written by Mr. Dennis.,"Dennis, John",1704,drama_tragedy,"is of her Beauty fond , As ev'n of Glory , with who_e noble fire , It twenty Years _uccesfully has ",burn,"'d ; Yet I who _ee my fortieth Sun renew'd ; Will entertain no Pa__ion that revolts , From Rea_ons _",Y,MET,UNK,what label to give fire of youth? ,92,,,"is of her beauty fond , as ev'n of glory , with who_e noble fire , it twenty years _uccesfully has",burn'd,"; yet i who _ee my fortieth sun renew'd ; will entertain no pa__ion that revolts , from rea_ons _"
695,93,1962,A28949.a42,"A continuation of new experiments physico-mechanical, touching the spring and weight of the air and their effects. The I. part whereto is annext a short discourse of the atmospheres of consistent bodies / written by way of letter to the right honourable the Lord Clifford and Dungarvan by the honourable Robert Boyle ...","Boyle, Robert",1669,science,"were made to try , whether either a Flame , or kindled Coals would be made to continue for _ometime ",burn,"ing in our Receiver : But tho_e Tryals making it evident , that it would be either impo__ible , or v",Y,LIT,,,93,,,"were made to try , whether either a flame , or kindled coals would be made to continue for _ometime",burning,"in our receiver : but tho_e tryals making it evident , that it would be either impo__ible , or v"
696,95,1188,A54126,"The counterfeit Christian detected; and the real Quaker justified Of God and Scripture, reason & antiquity. against the vile forgeries, gross perversions, black slanders, plain contradictions & scurrilous language of T. Hicks an Anabaptist preacher, in his third dialogue between a Christian and a Quaker, call'd, The Quaker condemned, &c. By way of an appeal to all sober people, especially those called Anabaptists in and about the City of London. By a lover of truth and peace W. P.","Penn, William",1674,dialogue/conference,"run over his Grave . But thou charge_t p. 86 . Nicholas Lucas with _aying , That if the Bible were ",burn,"t , as good an one might be writ , and though he denies it , yet thou tell'_t us , it is never the l",Y,LIT,,,95,,,"run over his grave . but thou charge_t p. 86 . nicholas lucas with _aying , that if the bible were",burnt,", as good an one might be writ , and though he denies it , yet thou tell'_t us , it is never the l"
697,96,6069,15690590,"To the ministers, teachers, and priests (so called and so stileing your selves) in Barbadoes by George Fox.","Fox, George",1672,speech?,"e of John ? I say , He is come with his Fan in his Hand , who will thoroughly purge his Floor , and ",burn,"up the Chaff with unquenchable Fire , and gather his Wheat into his Garner , a safe place ; And thi",Y,LIT,,,96,,,"e of john ? i say , he is come with his fan in his hand , who will thoroughly purge his floor , and",burn,"up the chaff with unquenchable fire , and gather his wheat into his garner , a safe place ; and thi"
698,98,2043,1578801600,"The eternity of hell corments considered: Or, A collection of texts of scripture, and testimonies of the three first centuries, relating to them. Together with notes through the whole; and observations at the end. By Will. Whiston, M.A.","Whiston, William",1740,prose,". That which beareth thorns and briers is rejected , and is nigh unto cursing ; whose end is to be ",burn,"ed . [ Not kept like iron , or the like metals melted , in the furnace of fire , and there abiding ;",Y,LIT,,,98,,,". that which beareth thorns and briers is rejected , and is nigh unto cursing ; whose end is to be",burned,". [ not kept like iron , or the like metals melted , in the furnace of fire , and there abiding ;"
699,99,4314,N00887,"Christianus per ignem. Or, A disciple warming of himself and owning of his Lord: with devout and useful meditations, fetch'd out of the fire, by a Christian in a cold season, sitting before it. A work though never out of season, yet more particularly, designed for the seasonable and profitable entertainment, of them that would well employ their liesure [sic] by the fire-side. : [Three lines in Latin from Alsted]","Mather, Cotton",1702,prose+poetry,"ave that as the Reason for his Apostasy , I cannot Burn , I cannot Burn ! and behold he was quickly ",Burn,t unto Death in his own House casually Fired over his Head . Nor may I forget the words of the Marty,Y,LIT,,,99,,,"ave that as the reason for his apostasy , i cannot burn , i cannot burn ! and behold he was quickly",Burnt,unto death in his own house casually fired over his head . nor may i forget the words of the marty
700,101,5876,A30439.a0,"A sermon preached at White-hall, on the 26th of Novemb. 1691 being the thanksgiving-day for the preservation of the King, and the reduction of Ireland / by the Right Reverend Father in God, Gilbert Lord Bishop of Sarum.","Burnet, Gilbert",1691,sermons,"by his Friendship , ) his guide , and his acquaintance : And this was too hard for him , his Heart ",burn,"t within him : and he broke out into such Complaints and Wishes upon it , that it is not easie to kn",Y,MET,emotion,,101,,,"by his friendship , ) his guide , and his acquaintance : and this was too hard for him , his heart",burnt,"within him : and he broke out into such complaints and wishes upon it , that it is not easie to kn"
701,102,3173,A65834,"An antidote against the venome of The snake in the grass, or, The book so stiled and the Christian people called Quakers vindicated from its most gross abuses and calumnies in certain reflections detecting the nameless author's malice, outrage, and persecution against the said people : unto which is annex'd a brief examination of the author's second book stil'd Satan dis-rob'd : also, some notice taken of his discourse for The divine institution of water-baptism.","Whitehead, George",1697,prose,"n Ink and Paper will wear out , so will not the Word , is evident . Jehoiakim King of Judah , could ",burn,"Jeremiah the Prophet's Roll or Book , writ with Ink by Barach , but not the Word of the Lord , nor ",Y,LIT,,,102,,,"n ink and paper will wear out , so will not the word , is evident . jehoiakim king of judah , could",burn,"jeremiah the prophet's roll or book , writ with ink by barach , but not the word of the lord , nor"
702,105,4449,A47542.a16,"A golden mine opened, or, The glory of God's rich grace displayed in the mediator to believers, and his direful wrath against impenitent sinners containing the substance of near forty sermons upon several subjects / by Benjamin Keach.","Keach, Benjamin",1694,sermons,"will tenderly cheri_h it , and cau_e it to kindle more and more , until he makes it flame forth and ",burn,"clearly : And he will heal , cure , and _trengthen the brui_ed Reed ; that is , he will never cea_e",Y,LIT,,,105,,,"will tenderly cheri_h it , and cau_e it to kindle more and more , until he makes it flame forth and",burn,"clearly : and he will heal , cure , and _trengthen the brui_ed reed ; that is , he will never cea_e"
703,107,5831,A30444.a0,"A sermon preached before the Queen at White-Hall on the 29th of May, 1694, being the anniversary of King Charles II, his birth and restauration by the Right Reverend Father in God, Gilbert Lord Bishop of Sarum.","Burnet, Gilbert",1694,sermons,"ustomed to : Many created beings have all the acts of worship , such as Prayers , Praises , Incence ",burn,"t , bodily adoration , Churches built , Sacraments used for their honour ; and even that Sacrament w",Y,LIT,,,107,,,"ustomed to : many created beings have all the acts of worship , such as prayers , praises , incence",burnt,", bodily adoration , churches built , sacraments used for their honour ; and even that sacrament w"
704,108,5651,A35296.a12,"Regulus a tragedy, as it is acted by Their Majesties servants / written by Mr. Crown.","Crowne, John",1694,drama_tragedy,"it trouble_ome . Mi_ery by u_e into our nature grows . I by enduring pains will torture them , And ",burn,"them with their own infernal rage . Lep . But , Sir , you'll al_o torture your dear Friends , We da",Y,MET,UNK,maybe 'hurt'?,108,,,"it trouble_ome . mi_ery by u_e into our nature grows . i by enduring pains will torture them , and",burn,"them with their own infernal rage . lep . but , sir , you'll al_o torture your dear friends , we da"
705,109,296,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"nd burnt many of them , who died chearfully and constantly in the Faith ; and one of them , who was ",burn,"t at Vienna , confessed , that there were fourscore thousand of them in Bohemia and Austria at that ",Y,LIT,,,109,,,"nd burnt many of them , who died chearfully and constantly in the faith ; and one of them , who was",burnt,"at vienna , confessed , that there were fourscore thousand of them in bohemia and austria at that"
706,110,5350,12311495,"The younger brother, or, The amorous jilt a comedy : acted at the Theatre Royal by His Majesty's servants / written by the late ingenious Mrs. A. Behn ; with some account of her life.","Behn, Aphra",1685,drama_comedy,"he Watch drew him out of the Cellar - window , Madam . L. You . How Mr. Twang , the Young Gentleman ",burn,t --- Oh --- falls in a Chair . Tire . Alas ! my Grandmother faints with your ill News ---Good Sir R,Y,LIT,,,110,,,"he watch drew him out of the cellar - window , madam . l. you . how mr. twang , the young gentleman",burnt,--- oh --- falls in a chair . tire . alas ! my grandmother faints with your ill news ---good sir r
707,111,421,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,"l places in Essex . John Bland , Nicholas Shetterden , Humfrey Middleton , John Frankesh , were all ",burn,"t : And a few days after , Nicholas Hall , Christopher Wade , John Harpole , and Margery Boley , wer",Y,LIT,,,111,,,"l places in essex . john bland , nicholas shetterden , humfrey middleton , john frankesh , were all",burnt,": and a few days after , nicholas hall , christopher wade , john harpole , and margery boley , wer"
708,112,2901,A30206,"Solomon's temple spiritualiz'd, or, Gospel-light fetcht out of the temple at Jerusalem, to let us more easily into the glory of New-Testament-truths by John Bunyan.","Bunyan, John",1688,prose,"of his Holy and Blessed Son , our Saviour : 1 Pet . 2 .5. Heb. 13 .15 . 8 . They were commanded to ",burn,"Incense every Morning upon this Altar , to shew that God is never weary of the godly Prayers of his",Y,LIT,,,112,,,"of his holy and blessed son , our saviour : 1 pet . 2 .5. heb. 13 .15 . 8 . they were commanded to",burn,"incense every morning upon this altar , to shew that god is never weary of the godly prayers of his"
709,113,4105,A36708.a3,"Tyrannick love, or, The royal martyr a tragedy, as it is acted by His Majesties servants, at the Theatre Royal / by John Dryden ...","Dryden, John",1670,drama_tragedy,"nly suffer'd it . I am a Wife , and can make no return ; And 'twere but vain , in hopeless fires to ",burn,". Por . Unkind ! can you whom only I adore , Set open to your Slave the Prison - door ? You use my ",Y,MET,emotion,extended,113,,,"nly suffer'd it . i am a wife , and can make no return ; and 'twere but vain , in hopeless fires to",burn,". por . unkind ! can you whom only i adore , set open to your slave the prison - door ? you use my"
710,114,1181,12123974,"The life of Oliver Cromwel, Lord Protector of the Common-wealth of England, Scotland, and Ireland being an account of all the battles, sieges, and other military atchievements, wherein he was engaged, in these three nations : and likewise, of his civil administrations while he had the supream government, till his death.","Crouch, Nathaniel",1680,biography/memoirs,"Out from his flaming Ship his Children sent , To perish in a milder Element . Then laid him by his ",burn,"ing Ladies side , And since he could not save her , with her dy'd . Spices and Gums about them melti",Y,LIT,,,114,,,"out from his flaming ship his children sent , to perish in a milder element . then laid him by his",burning,"ladies side , and since he could not save her , with her dy'd . spices and gums about them melti"
711,116,300,49520864,"Martyrs in flames, or, Popery (in its true colours) displayed. Being a brief relation of the horrid cruelties and persecutions of the Pope and Church of rome for many hundred years past, to this present age, inflicted upon Protestants in Piedmont ... : With an abstract of the cruel persecution lately exercised upon the Protestants in France and Savoy, in the year 1686 and 1687. : Together with a short account of Gods judgment upon popish persecutors. / Published for a warning to all Protestants, [] what they must expect from that bloody generation of Antichristians. By R.B.","Crouch, Nathaniel",1693,biography/memoirs,poor Protestants : So that there was nothing to be seen through the Protestant Vallies but Churches ,burn,"ing , Towns smoaking . Houses flaming , Men , Women and Children Missacred and Murthered ; nothing t",Y,LIT,,,116,,,poor protestants : so that there was nothing to be seen through the protestant vallies but churches,burning,", towns smoaking . houses flaming , men , women and children missacred and murthered ; nothing t"
712,117,4738,99895630,"The kingdom of darkness : or the history of daemons, specters, witches, apparitions, possessions, disturbances, and other wonderful and supernatural delusions, mischievous feats, and malicious impostures of the Devil Containing near fourscore memorable relations, forreign and domestick, both antient and modern. Collected from authentick records, real attestations, credible evidences, and asserted by authors of undoubted verity. Together with a preface obviating the common objections and allegations of the sadduces and atheists of the age, who deny the being of spirits, witches, &c. With pictures of several memorable accidents. By R. B. Licensed and entred according to order.","Crouch, Nathaniel",1688,prose,"causes the Well to be emptied of water , when at the bottom he finds the earthen pot , which being ",burn,"t he and his Lady recovered their former vigor , and afterward had many Children . Hist . Spect . p.",Y,LIT,,,117,,,"causes the well to be emptied of water , when at the bottom he finds the earthen pot , which being",burnt,"he and his lady recovered their former vigor , and afterward had many children . hist . spect . p."
713,119,2309,1598200100,"C¾sar in ®gypt. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Mr. Cibber.","Cibber, Colley",1725,drama,"poor Aid withdrawn , Wou'd leave his Standards naked in the Field ? If Pompey's routed Cause , o'er ",burn,"ing Sands , Can draw such Numbers , to resume the War , Can C¾sar 's Eagles droop , in full Success ",Y,MET,temperature,,119,,,"poor aid withdrawn , wou'd leave his standards naked in the field ? if pompey's routed cause , o'er",burning,"sands , can draw such numbers , to resume the war , can c¾sar 's eagles droop , in full success"
714,120,4055,A10187.a59,"Histrio-mastix The players scourge, or, actors trag¾die, divided into two parts. Wherein it is largely evidenced, by divers arguments, by the concurring authorities and resolutions of sundry texts of Scripture ... That popular stage-playes ... are sinfull, heathenish, lewde, ungodly spectacles, and most pernicious corruptions; condemned in all ages, as intolerable mischiefes to churches, to republickes, to the manners, mindes, and soules of men. And that the profession of play-poets, of stage-players; together with the penning, acting, and frequenting of stage-playes, are unlawfull, infamous and misbeseeming Christians. All pretences to the contrary are here likewise fully answered; and the unlawfulnes of acting, of beholding academicall enterludes, briefly discussed; besides sundry other particulars concerning dancing, dicing, health-drinking, &c. of which the table will informe you. By William Prynne, an vtter-barrester of Lincolnes Inne.","Prynne, William",1633,prose,"on amorous Bookes he had written in his youth , his bookes being likewis_ awarded to the fire to be ",burn,t ( though they are yet applauded and read by many amorous persons ) quia lectione eorum juvenes mul,Y,LIT,,,120,,,"on amorous bookes he had written in his youth , his bookes being likewis_ awarded to the fire to be",burnt,( though they are yet applauded and read by many amorous persons ) quia lectione eorum juvenes mul
715,121,4148,A26888,"The certainty of the worlds of spirits and, consequently, of the immortality of souls of the malice and misery of the devils and the damned : and of the blessedness of the justified, fully evinced by the unquestionable histories of apparitions, operations, witchcrafts, voices &c. / written, as an addition to many other treatises for the conviction of Sadduces and infidels, by Richard Baxter.","Baxter, Richard",1691,prose,"arned Pious Marpurg Doctor of Physick , saith in Physiol . Sagarum , p. 53 , &c. One of the Witches ",burn,"t at Lemgovia , confessed , that she made Lame one of the Citizens , ( whom I will not name , being ",Y,LIT,,,121,,,"arned pious marpurg doctor of physick , saith in physiol . sagarum , p. 53 , &c. one of the witches",burnt,"at lemgovia , confessed , that she made lame one of the citizens , ( whom i will not name , being"
716,126,3341,N00530,"The wonders of the invisible world. Observations as well historical as theological, upon the nature, the number, and the operations of the devils. : Accompany'd with, I. Some accounts of the grievous molestations, by daemons and witchcrafts, which have lately annoy'd the countrey; and the trials of some eminent malefactors executed upon occasion thereof: with several remarkable curiosities therein occurring. II. Some councils, directing a due improvement of the terrible things, lately done, by the unusual & amazing range of evil spirits, in our neighbourhood: & the methods to prevent the wrongs which those evil angels may intend against all sorts of people among us; especially in accusations of the innocent. III. Some conjectures upon the great events, likely to befall, the world in general, and New-England in particular; as also upon the advances of the time, when we shall see better dayes. IV. A short narrative of a late outrage committed by a knot of witches in Swedeland, very much resembling, and so far explaining, that under which our parts of America have laboured! V. The Devil discovered: in a brief discourse upon those temptations, which are the more ordinary devices of the Wicked One. / By Cotton Mather.","Mather, Cotton",1692,miscellany,"nnually diminishing a vast part of our Ordinary Food . Herewithal , Wasting Sicknesses , especially ",Burn,"ing , and Mortal Agues , have Shot the Arrows of Death in at our Windows . Next , We have had many A",Y,LIT,,,126,,,"nnually diminishing a vast part of our ordinary food . herewithal , wasting sicknesses , especially",Burning,", and mortal agues , have shot the arrows of death in at our windows . next , we have had many a"
717,127,7303,A63414.a5,"Collections of travels through Turky into Persia, and the East-Indies Giving an account of the present state of those countries. As also a full relation of the five years wars, between Aureng-Zebe and his brothers in their father's life-time, about the su","Phillips, John",1684,letters,"her _it down upon the Wood , and lea_t _he _hould run away , they tied her Legs and Hands , and _o ",burn,'d her alive . I had enough to do to contain my _elf for indignation ; but I was forced to content m,Y,LIT,,,127,,,"her _it down upon the wood , and lea_t _he _hould run away , they tied her legs and hands , and _o",burn'd,her alive . i had enough to do to contain my _elf for indignation ; but i was forced to content m
718,128,2022,A69538,"The last work of a believer his passing prayer recommending his departing spirit to Christ to be received by Him / prepared for the funerals of Mary the widow first of Francis Charlton Esq. and after of Thomas Hanmer, Esq., and partly preached at St. Mary Magdalens Church in Milk-Street, London, and now, at the desire of her daughter, reprinted by Richard Baxter.","Baxter, Richard",1682,sermons_funeral,"'s Wife _aid , Judges 13 . 23 . If the Lord were plea_ed to kill us , he would not have received a ",burn,"t-offering and a meat - offering at our hands , neither would he have _hewed us all the_e things . ]",Y,LIT,,,128,,,"'s wife _aid , judges 13 . 23 . if the lord were plea_ed to kill us , he would not have received a",burnt-offering,"and a meat - offering at our hands , neither would he have _hewed us all the_e things . ]"
719,129,2459,18207276,"The absurdity and idolatry of host-worship proved, by shewing how it answers what is said in scripture and the writtings of the fathers, to shew the folly and idolatry committed in the worship of heathen deities : also a full answer to all those pleas by which papists would wipe off the charge of idolatry, and an appendix against transubstantiation, with some reflexions on a late popish book called The guide in controversies / by Daniel Whitby ...","Whitby, Daniel",1679,prose,"to receive Christian Baptism , to shew his detestation of those Idols which he formerly revered by ",burn,"ing what he had adored , if , even Christians did believe that what they burned was to be worshipped",Y,LIT,,,129,,,"to receive christian baptism , to shew his detestation of those idols which he formerly revered by",burning,"what he had adored , if , even christians did believe that what they burned was to be worshipped"
720,130,3188,A50910,"The life and reigne of King Charls, or, The pseudo-martyr discovered with a late reply to an invective remonstrance against the Parliament and present government : together with some animadversions on the strange contrariety between the late Kings publick declarations ... compared with his private letters, and other of his expresses not hitherto taken into common observation.","Milton, John",1651,prose+letters+biography/memoirs,"g had this most unhappy King ( like the Flie that playes with the flame , which comes in the end to ",burn,himself out of his own fury ) such power had his will and naturall inclinations over his reason ; w,Y,LIT,,,130,,,"g had this most unhappy king ( like the flie that playes with the flame , which comes in the end to",burn,himself out of his own fury ) such power had his will and naturall inclinations over his reason ; w
721,131,4304,N00887,"Christianus per ignem. Or, A disciple warming of himself and owning of his Lord: with devout and useful meditations, fetch'd out of the fire, by a Christian in a cold season, sitting before it. A work though never out of season, yet more particularly, designed for the seasonable and profitable entertainment, of them that would well employ their liesure [sic] by the fire-side. : [Three lines in Latin from Alsted]","Mather, Cotton",1702,prose+poetry,stible ; the other Materials do more or less Resist the Fire ; but the Hay and Stubble is presently ,burn,"t up . A Fire shall come upon the Doctrine of Christianity , that has been taught in the Churches . ",Y,LIT,,,131,,,stible ; the other materials do more or less resist the fire ; but the hay and stubble is presently,burnt,"up . a fire shall come upon the doctrine of christianity , that has been taught in the churches ."
722,132,2392,N00091,"The mystery of Israel's salvation, explained and applyed: or, A discourse concerning the general conversion of the Israelitish nation. Wherein is shewed, 1. That the Twelve Tribes shall be saved. 2. When this is to be expected. 3. Why this must be. 4. What kind of salvetion the Tribes of Israel shall partake of (viz.) a glorious, wonderful, spiritual, temporal salvation. : Being the substance of several sermons preached / by Increase Mather, M.A. teacher of a church in Boston in New England. ; [Ten lines of Scripture texts]","Mather, Increase",1669,prose,"lar of smoke . But besides this , bloud may note a bloudy sword ; and fire terrible devastations by ",burn,"ing , and ( possibly ) vapour of smoke may signifie burnings by fire also . Now then , is this the d",Y,LIT,,,132,,,"lar of smoke . but besides this , bloud may note a bloudy sword ; and fire terrible devastations by",burning,", and ( possibly ) vapour of smoke may signifie burnings by fire also . now then , is this the d"
723,133,6359,99865985,"The trumpet of the Lord sounded, and his sword drawn, and the separation made between the precious and the vile; and the vineyard of the Lord dressed by his own husbandmen, and the dead trees cut down, and all the mystery of witchcraft discovered in all professions : by them who have come thorow great tribulation, whose garments have been washed in the blood of the lamb; who are accounted as the off-scowring of all things for Christs sake, scornfully called by the world Quakers.","Fox, George",1654,prose,"cuted the Martyrs in nature . You cry out of your fathers martyring , how Queen Mary imprisoned and ",burn,"ed : you are in the same nature . It was the generation that held up the outward Temple , the outwar",Y,LIT,,,133,,,"cuted the martyrs in nature . you cry out of your fathers martyring , how queen mary imprisoned and",burned,": you are in the same nature . it was the generation that held up the outward temple , the outwar"
724,134,2274,K032335000.a6,"Cato: A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. By Mr. Addison.","Addison, Joseph",1713,drama_tragedy,": The Love , that lay Half _mother'd in my Brea_t , has broke through all Its weak Re_traints , and ",burn,"'s in its full Lu_tre , I cannot , if I wou'd , conceal it from thee . Jub. I'm lo_t in Exta_ie ! an",Y,MET,emotion,extended,134,,,": the love , that lay half _mother'd in my brea_t , has broke through all its weak re_traints , and",burn,"'s in its full lu_tre , i cannot , if i wou'd , conceal it from thee . jub. i'm lo_t in exta_ie ! an"
725,135,5321,A55123,A pleasant conference upon the Observator and Heraclitus together with a brief relation of the present posture of the French affairs.,"Phillips, John",1682,prose,tends to take care they shall do him no hurt : pray what does he intend to do with 'em ? Monsieur . ,Burn,"'em , cut their Throats by way of Massacre , as they call it ; it's all for the good of the Catholi",Y,LIT,,,135,,,tends to take care they shall do him no hurt : pray what does he intend to do with 'em ? monsieur .,Burn,"'em , cut their throats by way of massacre , as they call it ; it's all for the good of the catholi"
726,137,4533,A36597.a21,"The Annual miscellany, for the year 1694 being the fourth part of Miscellany poems : containing great variety of new translations and original copies / by the most eminent hands.","Dryden, John",1694,poetry,"as not of a Tygress born , Not Steel nor Adamant has fenc'd his Heart , Like mine 'tis naked to the ",burn,"ing Dart . Away false Fears ! he must , he shall be mine , In Death alone I will my Claim resign ; '",Y,MET,,"I kept this AMB as we discussed during the meeting, because the dart does burn literally within the stories",137,,,"as not of a tygress born , not steel nor adamant has fenc'd his heart , like mine 'tis naked to the",burning,"dart . away false fears ! he must , he shall be mine , in death alone i will my claim resign ; '"
