,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
416,3783,1301,0.088156834,108454,transactions ,"the space OPR , and of its centre of gravity through ( gm+hn ) , the centre of gravity of",mass,mass,"of fluid of which it forms a part , and whose weight is W , is raised through the space",M,F,None,S,,CENTRE OF GRAVITY OF THE MASS OF FLUID ,IN,IN,PHYSICS,,"the_DT space_NN OPR_NP ,_, and_CC of_IN its_PP$ centre_NN of_IN gravity_NN through_IN (_( gm+hn_NP )_) ,_, the_DT centre_NN of_IN gravity_NN of_IN",mass_NN,"of_IN fluid_NN of_IN which_WDT it_PP forms_VVZ a_DT part_NN ,_, and_CC whose_WP$ weight_NN is_VBZ W_NP ,_, is_VBZ raised_VVN through_IN the_DT space_NN",Henry Moseley,H.Moseley,167,On the Dynamical Stability and on the Oscillations of Floating Bodies,16091,fla,1850,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3782,21956998,21956998.0
417,11289,3722,0.088223187,rstl_1885_0001,rstl,"a considerable groove . On the inner face , where the cochlear and opisthotic regions unite , there the bony",mass,mass,"is notched twice , to let out the 9th and 10th cranial nerves ( IX . , X. ) .",N,BIO,None,S,,,JJ,VBZ,BIOLOGY,,"a_DT considerable_JJ groove_NN ._SENT On_IN the_DT inner_JJ face_NN ,_, where_WRB the_DT cochlear_JJ and_CC opisthotic_JJ regions_NNS unite_VV ,_, there_RB the_DT bony_JJ",mass_NN,"is_VBZ notched_VVD twice_RB ,_, to_TO let_VV out_RP the_DT 9th_JJ and_CC 10th_JJ cranial_JJ nerves_NNS (_( IX_NP ._SENT ,_, X._NP )_) ._SENT","William Kitchen Parker, F. R. S.",W.K.Parker,457,I. On the structure and development of the skull in the mammalia.\#x2014; Part II. Edentata.,82196,article,1885,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11288,44218451,44218451.0
418,15099,4366,0.088413375,rsta_1903_0010,rsta,", and soon they broadened till only a narrow passage was visible between them to the north . "" The",mass,mass,"of falling debris seemed to be closing in upon us , and in a short time it fell , enveloping",COL,GEO,None,S,,,DT,IN,GEOLOGY,,",_, and_CC soon_RB they_PP broadened_VVD till_IN only_RB a_DT narrow_JJ passage_NN was_VBD visible_JJ between_IN them_PP to_TO the_DT north_NN ._SENT ""_'' The_DT",mass_NN,"of_IN falling_VVG debris_NN seemed_VVD to_TO be_VB closing_VVG in_IN upon_IN us_PP ,_, and_CC in_IN a_DT short_JJ time_NN it_PP fell_VVD ,_, enveloping_VVG","Tempest Anderson, M. D., B. Sc., F. G. S.|John S. Flett, M. A., D. Sc., F. R. S. E.",T.Anderson,160,"IX. Report on the eruptions of the soufri\#xE8;re, St. Vincent, 1902, and on a visit to Montagne Pel\#xE8;e, in Martinique. -Part I.",128694,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15098,61762434,61762434.0
419,3266,1079,0.08873502,108154,transactions ,"surface : assuming the height of the equiponderant column of a uniform atmosphere at 3911 toises , he finds the",mass,mass,"traversed at 450 of elevation to be 5530 toises , and at the horizon 138,823 toises . Notwithstanding that he",M,S,TOISES,S,,MASS OF AIR ,DT,VVN,ASTRONOMY,,"surface_NN :_: assuming_VVG the_DT height_NN of_IN the_DT equiponderant_JJ column_NN of_IN a_DT uniform_JJ atmosphere_NN at_IN 3911_CD toises_NNS ,_, he_PP finds_VVZ the_DT",mass_NN,"traversed_VVN at_IN 450_CD of_IN elevation_NN to_TO be_VB 5530_CD toises_NNS ,_, and_CC at_IN the_DT horizon_NN 138,823_CD toises_NNS ._SENT Notwithstanding_RB that_IN he_PP",James D. Forbes,J.D.Forbes,178,The Bakerian Lecture: On the Transparency of the Atmosphere and the Law of Extinction of the Solar Rays in Passing through It,20792,fla,1842,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3265,20007223,20007223.0
420,4590,1649,0.08900562,108510,transactions ,", we have the following results:mass on Known Region 3 0-1679616 x 0'7761 mass of the earth 8r r= 0'000003890",mass,mass,"on Doubtful Region 3 0'7555430 x 1'0852 mass of the earth 8rr =0'000024367 . mass on Doubtful Region Hence ,",M,GEO,None,S,,,NN,IN,GEOLOGY,,",_, we_PP have_VHP the_DT following_VVG results:mass_NN on_IN Known_VVN Region_NN 3_CD 0-1679616_CD x_SYM 0'7761_JJ mass_NN of_IN the_DT earth_NN 8r_JJ r=_NN 0'000003890_NN",mass_NN,"on_IN Doubtful_JJ Region_NN 3_CD 0'7555430_NN x_SYM 1'0852_JJ mass_NN of_IN the_DT earth_NN 8rr_JJ =0'000024367_JJ ._SENT mass_NN on_IN Doubtful_JJ Region_NN Hence_RB ,_,",John Henry Pratt,J.H.Pratt,228,"On the Attraction of the Himalaya Mountains, and of the Elevated Regions beyond Them, upon the Plumb-Line in India",18925,fla,1855,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4589,23474168,23474168.0
421,6306,2320,0.089299873,108851,transactions ,the ice at the bottom of the glacier will be the more rapidly overcome by increasing the depth of the,mass,mass,", the area of its base being unchanged . Consequently the tendency of a glacier to descend down its bed",N,GEO,None,S,,,DT,DT,GEOLOGY,,the_DT ice_NN at_IN the_DT bottom_NN of_IN the_DT glacier_NN will_MD be_VB the_DT more_RBR rapidly_RB overcome_VV by_IN increasing_VVG the_DT depth_NN of_IN the_DT,mass_NN,",_, the_DT area_NN of_IN its_PP$ base_NN being_VBG unchanged_JJ ._SENT Consequently_RB the_DT tendency_NN of_IN a_DT glacier_NN to_TO descend_VV down_RP its_PP$ bed_NN",William Hopkins,W.Hopkins,272,On the Theory of the Motion of Glaciers,38782,fla,1862,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6305,27589580,27589580.0
422,6663,2524,0.089425868,108811,transactions ,a nucleated granular mass like that whichforms the early condition of all structures . At first an elongated delicately granular,mass,mass,"is observed in connexion with nervefibres , more or less of an oval form , tapering into a tolerably broad",N,BIO,None,S,,,JJ,VBZ,BIOLOGY,,a_DT nucleated_VVN granular_JJ mass_NN like_IN that_WDT whichforms_VVZ the_DT early_JJ condition_NN of_IN all_DT structures_NNS ._SENT At_IN first_RB an_DT elongated_VVD delicately_RB granular_JJ,mass_NN,"is_VBZ observed_VVN in_IN connexion_NN with_IN nervefibres_NNS ,_, more_JJR or_CC less_JJR of_IN an_DT oval_JJ form_NN ,_, tapering_VVG into_IN a_DT tolerably_RB broad_JJ",Lionel S. Beale,L.S.Beale,125,"On the Structure and Formation of the So-Called Apolar, Unipolar, and Bipolar Nerve-Cells of the Frog",19709,fla,1863,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=6662,28344079,28344079.0
423,10360,3442,0.089620045,rstl_1881_0001,rstl,"roof , on which the bony "" wall plates "" he . The front tegmen runs forward as a wedge-like",mass,mass,", for it has coalesced with the more developed intertrabecular crest , and the "" lamina perpendicularis "" ( p.e.",N,BIO,None,S,,,JJ,IN,BIOLOGY,,"roof_NN ,_, on_IN which_WDT the_DT bony_JJ ""_`` wall_NN plates_NNS ""_'' he_PP ._SENT The_DT front_JJ tegmen_NN runs_VVZ forward_RB as_IN a_DT wedge-like_JJ",mass_NN,",_, for_IN it_PP has_VHZ coalesced_VVN with_IN the_DT more_JJR developed_VVN intertrabecular_JJ crest_NN ,_, and_CC the_DT ""_`` lamina_NN perpendicularis_NNS ""_'' (_( p.e._NP","William Kitchen Parker, F. R. S.",W.K.Parker,457,I. On the structure and development of the the skull in the batrachia. \#x2014;Part III.,168854,article,1881,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10359,40884005,40884005.0
424,5800,2166,0.08965308400000001,108715,transactions ,"effect on A , is fairly represented by our geometrical figure . The last formula gives , Attraction of tabular",mass,mass,on the same base =0 000i1563 g. k. That this may be the same as the attraction of the geometrical,N,GEO,None,S,,,JJ,IN,GEOLOGY,,"effect_NN on_IN A_DT ,_, is_VBZ fairly_RB represented_VVN by_IN our_PP$ geometrical_JJ figure_NN ._SENT The_DT last_JJ formula_NN gives_VVZ ,_, Attraction_NN of_IN tabular_JJ",mass_NN,on_IN the_DT same_JJ base_NN =0_NN 000i1563_NN g._JJ k._NN That_IN this_DT may_MD be_VB the_DT same_JJ as_IN the_DT attraction_NN of_IN the_DT geometrical_JJ,John Henry Pratt,J.H.Pratt,228,"On the Deflection of the Plumb-Line in India, Caused by the Attraction of the Himmalaya Mountains and of the Elevated Regions Beyond; and Its Modification by the Compensating Effect of a Deficiency of Matter below the Mountain Mass",12397,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5799,25986867,25986867.0
425,3485,1184,0.08985927099999999,108316,transactions ,"flow of a river , in which the slighter variations are absorbed by the predominant inertia of a comparatively stable",mass,mass,". Now the glacier of Bossons is , as every one who has seen it knows , a mere icy",N,GEO,None,S,,,JJ,SENT,GEOLOGY,,"flow_NN of_IN a_DT river_NN ,_, in_IN which_WDT the_DT slighter_JJR variations_NNS are_VBP absorbed_VVN by_IN the_DT predominant_JJ inertia_NN of_IN a_DT comparatively_RB stable_JJ",mass_NN,"._SENT Now_RB the_DT glacier_NN of_IN Bossons_NP is_VBZ ,_, as_IN every_DT one_CD who_WP has_VHZ seen_VVN it_PP knows_VVZ ,_, a_DT mere_JJ icy_JJ",James D. Forbes,J.D.Forbes,178,Illustrations of the Viscous Theory of Glacier Motion. Part III,20274,fla,1846,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3484,20789443,20789443.0
426,1836,313,0.089870031,107562,transactions ,to one inch . PLATE XXVII . Consists of three figures . Fig. 1 . The gastric glands in one,mass,mass,", and the oesophageal glands , with the orifices exposed ; of the natural size . Fig. 2 . The",N,BIO,None,S,,,CD,CC,BIOLOGY,,to_TO one_CD inch_NN ._SENT PLATE_NN XXVII_NP ._SENT Consists_VVZ of_IN three_CD figures_NNS ._SENT Fig._NN 1_CD ._SENT The_DT gastric_JJ glands_NNS in_IN one_CD,mass_NN,",_, and_CC the_DT oesophageal_JJ glands_NNS ,_, with_IN the_DT orifices_NNS exposed_VVN ;_: of_IN the_DT natural_JJ size_NN ._SENT Fig._NN 2_CD ._SENT The_DT",Everard Home,E.Home,109,"Particulars Respecting the Anatomy of the Dugong, Intended as a Supplement to Sir T. S. Raffles&apos; Account of That Animal",2918,fla,1820,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=1835,15503285,15503285.0
427,11163,3696,0.09004281800000001,rspl_1884_0129,rspl,water in air was taken instead of the weight in . Now the correction of the apparent weight of a,mass,mass,"of water when weighed with brass weights amounts W. W. . On the whole , therefore , we must take",N,F,None,S,,"BUT IS WEIGHING THE MASS OF WATER, INTERESTING ",DT,IN,ENGINEERING,,water_NN in_IN air_NN was_VBD taken_VVN instead_RB of_IN the_DT weight_NN in_IN ._SENT Now_RB the_DT correction_NN of_IN the_DT apparent_JJ weight_NN of_IN a_DT,mass_NN,"of_IN water_NN when_WRB weighed_VVN with_IN brass_NN weights_NNS amounts_VVZ W._NP W._NP ._SENT On_IN the_DT whole_NN ,_, therefore_RB ,_, we_PP must_MD take_VV","Herbert Tomlinson, B. A.|Professor W. Grylls Adams, M. A., F. R. S.",H.Tomlinson,189,"The influence of stress and strain on the physical properties of matter. Part I. Moduli of elasticity\#x2014; \lt;italic\gt;continued\lt;/italic\gt;. Relations between moduli of elasticity, thermal capacity, and other physical constants.",3483,article,1884,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11162,43651132,43651132.0
428,3613,1255,0.09019178800000001,108466,transactions ,"effect were wholly due , as far as the crystal is concerned , to an original power inherent in the",mass,mass,", we might expect to find the earth 's magnetism , or any weak magnet , affecting the crystal .",N,GEO,None,S,,,DT,PP,PHYSICS,,"effect_NN were_VBD wholly_RB due_JJ ,_, as_RB far_RB as_IN the_DT crystal_NN is_VBZ concerned_VVN ,_, to_TO an_DT original_JJ power_NN inherent_JJ in_IN the_DT",mass_NN,",_, we_PP might_MD expect_VV to_TO find_VV the_DT earth_NN 's_POS magnetism_NN ,_, or_CC any_DT weak_JJ magnet_NN ,_, affecting_VVG the_DT crystal_NN ._SENT",Michael Faraday,M.Faraday,346,Experimental Researches in Electricity. Twenty-Second Series (Continued),14036,fla,1849,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3612,21224291,21224291.0
429,11292,3725,0.09021799999999999,rstl_1885_0001,rstl,"Mammalian vomer ( Plate 15 , fig. 3 , side view ) ; but the middle wing is a solid",mass,mass,"with an oval outline . This lobe or wing did not peel away easily , like the other , as",N,BIO,None,S,,,JJ,IN,BIOLOGY,,"Mammalian_JJ vomer_NN (_( Plate_NP 15_CD ,_, fig._NN 3_CD ,_, side_NN view_NN )_) ;_: but_CC the_DT middle_JJ wing_NN is_VBZ a_DT solid_JJ",mass_NN,"with_IN an_DT oval_JJ outline_NN ._SENT This_DT lobe_NN or_CC wing_NN did_VVD not_RB peel_VV away_RB easily_RB ,_, like_IN the_DT other_JJ ,_, as_RB","William Kitchen Parker, F. R. S.",W.K.Parker,457,I. On the structure and development of the skull in the mammalia.\#x2014; Part II. Edentata.,82196,article,1885,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=11291,44227449,44227449.0
430,10882,3649,0.09058198699999999,rspl_1883_0090,rspl,"let us collect these results , and express them in terms of instead of . The solution is And the",mass,mass,inside of any radius is And when The length of the modulus at the surface is of the planet.s radius,M,S,None,S,,,DT,NN,ASTRONOMY,,"let_VV us_PP collect_VV these_DT results_NNS ,_, and_CC express_VV them_PP in_IN terms_NNS of_IN instead_RB of_IN ._SENT The_DT solution_NN is_VBZ And_CC the_DT",mass_JJ,inside_NN of_IN any_DT radius_NN is_VBZ And_CC when_WRB The_DT length_NN of_IN the_DT modulus_NN at_IN the_DT surface_NN is_VBZ of_IN the_DT planet.s_JJ radius_NN,"G. H. Darwin, F. R. S.",G.H.Darwin,291,IV. On the figure of equilibrium of a planet of heterogeneous density.,2340,article,1883,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10881,42526593,42526593.0
431,3072,993,0.090807471,108218,transactions ,on the interior surface of the shell will be produced by the mutual attractions of the particles of the whole,mass,mass,"fluid and solid , the centrifugal force on the fluid , and the disturbing forces of the sun and moon",N,F,None,S,,,JJ,NN,GEOLOGY,,on_IN the_DT interior_JJ surface_NN of_IN the_DT shell_NN will_MD be_VB produced_VVN by_IN the_DT mutual_JJ attractions_NNS of_IN the_DT particles_NNS of_IN the_DT whole_JJ,mass_NN,"fluid_NN and_CC solid_JJ ,_, the_DT centrifugal_JJ force_NN on_IN the_DT fluid_NN ,_, and_CC the_DT disturbing_JJ forces_NNS of_IN the_DT sun_NN and_CC moon_NN",W. Hopkins,W.Hopkins,222,Researches in Physical Geology. Second Series,6320,fla,1840,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=3071,19528517,19528517.0
432,8818,3135,0.09085414,rstl_1874_0010,rstl,"of stout metal ( sheet iron ) , the detonator being so applied as to be closely surrounded by the",mass,mass,to be detonated ( i. e. inserted into a perforation in the piece of compressed gun-cotton ) . If there,N,MAT,None,S,,,DT,TO,CHEMISTRY,,"of_IN stout_JJ metal_NN (_( sheet_NN iron_NN )_) ,_, the_DT detonator_NN being_VBG so_RB applied_VVN as_RB to_TO be_VB closely_RB surrounded_VVN by_IN the_DT",mass_NN,to_TO be_VB detonated_VVN (_( i._JJ e._NN inserted_VVN into_IN a_DT perforation_NN in_IN the_DT piece_NN of_IN compressed_VVN gun-cotton_NN )_) ._SENT If_IN there_EX,"F. A. Abel, F. R. S.",F.A.Abel,172,X. Contributions to the history of explosive agents. \#x2014;Second memoir.,35844,article,1874,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8817,35091106,35091106.0
433,14877,4285,0.09099698099999999,rsta_1902_0006,rsta,"angular velocity , the determination of the figure of equilibrium may be treated as a statical problem , if the",mass,mass,"be subjected to a potential The energy lost in , the concentration of a body from a condition of infinite",N,F,None,S,,,DT,VB,PHYSICS,,"angular_JJ velocity_NN ,_, the_DT determination_NN of_IN the_DT figure_NN of_IN equilibrium_NN may_MD be_VB treated_VVN as_IN a_DT statical_JJ problem_NN ,_, if_IN the_DT",mass_NN,"be_VB subjected_VVN to_TO a_DT potential_NN The_DT energy_NN lost_VVD in_IN ,_, the_DT concentration_NN of_IN a_DT body_NN from_IN a_DT condition_NN of_IN infinite_JJ","G. H. Darwin, F. R. S.",G.H.Darwin,291,VI. On the pear-shaped figure of equilibrium of a rotating mass of liquid.,7040,article,1902,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=14876,61127311,61127311.0
434,2266,488,0.09104334300000001,107925,transactions ,"first , that the accelerating forces acting in the directions of the co-ordinates be , in every part of the",mass,mass,", the same functions of the co-ordinates ; and , secondly , that these functions possess the conditions of integrability",N,F,None,S,,,DT,DT,ASTRONOMY,,"first_RB ,_, that_IN the_DT accelerating_VVG forces_NNS acting_VVG in_IN the_DT directions_NNS of_IN the_DT co-ordinates_NNS be_VB ,_, in_IN every_DT part_NN of_IN the_DT",mass_NN,",_, the_DT same_JJ functions_NNS of_IN the_DT co-ordinates_NNS ;_: and_CC ,_, secondly_RB ,_, that_IN these_DT functions_NNS possess_VVP the_DT conditions_NNS of_IN integrability_NN",James Ivory,J.Ivory,365,"On the Equilibrium of Fluids, and the Figure of a Homogeneous Planet in a Fluid State",15138,fla,1831,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=2265,17239326,17239326.0
435,4618,1677,0.091224874,108510,transactions ,"meridian deflections 27""'845 , I1""'965 , and 7""`207 . These quantities , as calculated from the attracting MiDCCCLV . 0",mass,mass,"in art . 43 , are 27""`853 , 1'V968 and 6""I909 , which show how good an approximation the formula",N,GEO,None,S,,,CD,IN,GEOLOGY,,"meridian_JJ deflections_NNS 27""'845_JJ ,_, I1""'965_NP ,_, and_CC 7""`207_JJ ._SENT These_DT quantities_NNS ,_, as_RB calculated_VVN from_IN the_DT attracting_VVG MiDCCCLV_NP ._SENT 0_CD",mass_NN,"in_IN art_NN ._SENT 43_CD ,_, are_VBP 27""`853_JJ ,_, 1'V968_JJ and_CC 6""I909_JJ ,_, which_WDT show_VVP how_WRB good_JJ an_DT approximation_NN the_DT formula_NN",John Henry Pratt,J.H.Pratt,228,"On the Attraction of the Himalaya Mountains, and of the Elevated Regions beyond Them, upon the Plumb-Line in India",18925,fla,1855,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=4617,23476730,23476730.0
436,10923,3653,0.091347168,rstl_1883_0009,rstl,. This and the next are the last sections in front of the notochord ; the moieties of the investing,mass,mass,", or parachordals , form here a mere lip to the lower edge of the auditory shell [ au .",N,BIO,None,S,,,VVG,CC,BIOLOGY,,._SENT This_DT and_CC the_DT next_JJ are_VBP the_DT last_JJ sections_NNS in_IN front_NN of_IN the_DT notochord_NN ;_: the_DT moieties_NNS of_IN the_DT investing_VVG,mass_NN,",_, or_CC parachordals_NNS ,_, form_VV here_RB a_DT mere_JJ lip_NN to_TO the_DT lower_JJR edge_NN of_IN the_DT auditory_JJ shell_NN [_SYM au_NN ._SENT","William Kitchen Parker, F. R. S.",W.K.Parker,457,"IX. On the skeleton of the marsipobrancli fishes.\#x2014;Part I. The myxinoids (Myxine, and Bdellostoma).",22938,article,1883,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=10922,42879379,42879379.0
437,984,19,0.091987794,106776,transactions ,"conductlng it , or giving it a passage ; ill short that heat is incapable of passing thro4gZ ) a",mass,mass,"of air , penetrating : from one particle of it to another , and that it is to this circum$tance",N,C,None,S,,MASS OF AIR,DT,IN,PHYSICS,,"conductlng_NN it_PP ,_, or_CC giving_VVG it_PP a_DT passage_NN ;_: ill_RB short_JJ that_IN heat_NN is_VBZ incapable_JJ of_IN passing_VVG thro4gZ_NN )_) a_DT",mass_NN,"of_IN air_NN ,_, penetrating_VVG :_: from_IN one_CD particle_NN of_IN it_PP to_TO another_DT ,_, and_CC that_IN it_PP is_VBZ to_TO this_DT circum$tance_NN",Benjamin Thompson,B.Thompson,118,"Experiments upon Heat. By Major-General Sir Benjamin Thompson, Knt. F. R. S. In a Letter to Sir Joseph Banks, Bart. P. R. S.",9832,fla,1792,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=983,11346381,11346381.0
438,8395,3037,0.092213142,rstl_1873_0003,rstl,"several truly distinct parts . In the Bird ( chick ) the distinctness of the trabeculae from the "" investing",mass,mass," is best shown during the second week of incubation , and the morphology of the interorbital plate is best	",N,BIO,None,S,,,NN,VBZ,BIOLOGY,,several_JJ truly_RB distinct_JJ parts_NNS ._SENT In_IN the_DT Bird_NP (_( chick_NN )_) the_DT distinctness_NN of_IN the_DT trabeculae_NNS from_IN the_DT _`` investing_NN,mass_NN,"_`` is_VBZ best_RBS shown_VVN during_IN the_DT second_JJ week_NN of_IN incubation_NN ,_, and_CC the_DT morphology_NN of_IN the_DT interorbital_JJ plate_NN is_VBZ best_RBS	","William Kitchen Parker, F. R. S.",W.K.Parker,457,"II. The Bakerian Lecture.\#x2015;On the structure and development of the skull in the Salmon (Salmo Salar, L.).",35689,lecture,1873,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8394,34305757,34305757.0
439,18736,4729,0.09239126199999999,rsta_1919_0003,rsta,seen that the only possible figures of equilibrium for a rotating mass are pseudo-spheroids and pseudo-ellipsoids . For an incompressible,mass,mass,"the pear-shaped figures are unstable , so that spheroids and ellipsoids are the only possible figures of stable equilibrium .",N,S,None,S,,,JJ,DT,ASTRONOMY,,seen_VVN that_IN the_DT only_JJ possible_JJ figures_NNS of_IN equilibrium_NN for_IN a_DT rotating_VVG mass_NN are_VBP pseudo-spheroids_NNS and_CC pseudo-ellipsoids_NNS ._SENT For_IN an_DT incompressible_JJ,mass_NN,"the_DT pear-shaped_JJ figures_NNS are_VBP unstable_JJ ,_, so_RB that_DT spheroids_NNS and_CC ellipsoids_NNS are_VBP the_DT only_JJ possible_JJ figures_NNS of_IN stable_JJ equilibrium_NN ._SENT","J. H. Jeans, M. A., F. R. S.",J.H.Jeans,326,"III. Bakerian lecture, 1917. \#x2014; The configurations of rotating compressible masses.",16307,article,1919,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=18735,77562512,77562512.0
440,8059,2935,0.09248549699999999,rstl_1871_0009,rstl,concave edge looking obliquely forwards and upwards ; it nowhere reaches the edge of the pit ; the main otoconial,mass,mass,"( ot . ) can be seen through the 44 fenestra . "" This operculated cleft in the 44 periotic",N,BIO,None,S,,,JJ,NN,BIOLOGY,,concave_JJ edge_NN looking_VVG obliquely_RB forwards_RB and_CC upwards_RB ;_: it_PP nowhere_RB reaches_VVZ the_DT edge_NN of_IN the_DT pit_NN ;_: the_DT main_JJ otoconial_JJ,mass_NN,"(_( ot_NN ._SENT )_) can_MD be_VB seen_VVN through_IN the_DT 44_CD fenestra_NN ._SENT ""_'' This_DT operculated_JJ cleft_NN in_IN the_DT 44_CD periotic_JJ","William Kitchen Parker, F. R. S.",W.K.Parker,457,"VIII. On the structure and development of the skull of the common frog (\lt;italic\gt;Rana temporaria\lt;/italic\gt;, L.).",49493,article,1871,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=8058,33074595,33074595.0
441,5349,1975,0.092531424,108644,transactions ,mass along the vertical through D should have a conductive power three times as great as that of the unstratified,mass,mass,"along the vertical below C. This would seem absurd ; and , besides , all particular and restricted hypotheses of",N,GEO,None,S,,,JJ,IN,GEOLOGY,,mass_NN along_IN the_DT vertical_JJ through_IN D_NP should_MD have_VH a_DT conductive_JJ power_NN three_CD times_NNS as_IN great_JJ as_RB that_IN of_IN the_DT unstratified_JJ,mass_NN,"along_IN the_DT vertical_JJ below_IN C._NP This_NP would_MD seem_VV absurd_JJ ;_: and_CC ,_, besides_IN ,_, all_DT particular_JJ and_CC restricted_JJ hypotheses_NNS of_IN",W. Hopkins,W.Hopkins,222,"Experimental Researches on the Conductive Powers of Various Substances, with the Application of the Results to the Problem of Terrestrial Temperature",18495,fla,1857,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=5348,24935713,24935713.0
442,15028,4301,0.09266096,rsta_1903_0007,rsta,"arise , and the coefficients of these new terms will be oi the second order of small quantities . The",mass,mass,"of an harmonic inequality vanishes only to the first order , and it can no longer be assumed that the",N,F,None,S,,,DT,IN,PHYSICS,,"arise_VV ,_, and_CC the_DT coefficients_NNS of_IN these_DT new_JJ terms_NNS will_MD be_VB oi_NP the_DT second_JJ order_NN of_IN small_JJ quantities_NNS ._SENT The_DT",mass_NN,"of_IN an_DT harmonic_JJ inequality_NN vanishes_VVZ only_RB to_TO the_DT first_JJ order_NN ,_, and_CC it_PP can_MD no_RB longer_RBR be_VB assumed_VVN that_IN the_DT","G. H. Darwin, F. R. S.",G.H.Darwin,291,VII. The stability of the pear-shaped figure of equilibrium of a rotating mass of liquid.,27614,article,1903,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfdogc1nk&batch=15027,61686360,61686360.0
