Number,ID," ""title"""," ""author"""," ""ispartof"""," ""year"""," ""collection"""," ""url"""," ""left"""," ""hit"""," ""right""",Role
183,e394de4c-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 1,anoniem Amsterdams minne-beekje,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst01,"samen Waren in u speelhof , Veel bloempjens wy med namen , En veel welrieckend ' lof , De soete",geur,"/ / heel deur en deur , Mijn geest en hert verheughde , Ick trock doe uyt / / het",agent
184,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"en dat de bloemen aen het oog hare geschakeerde kleuren vertoonen , en aén de reuk hare lieflijke",geur,"schenken Gebruik van blazen , om in het water boven te blij yen , wanneer men in gevaer",object
185,8db1ae2c-2a77-4036-8658-5157e5e41464,"Min in't lazarus-huys, blyspel.",Willem Godschalk van Focquenbroch,,1783,EDBO,http://resolver.kb.nl/resolve?urn=dpo:457:mpeg21,"? roek ' enil ° édt , klecrcn En al den Preutel op het vuur . Een ander maakt weer andre",geuren,"- Die licht de Rymer van dit Spel , ' ( Vermits zy alle daag gebeuren ) Zou konnen noemen ,",object
186,f2b42f59-0d33-4180-8fa7-5945631db2e7,"Romeo en Julia, tooneelspel.","Christian Felix Weisse, William Shakespear",,1784,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2319:mpeg21,"opwaarts voeren . De rei der minnegoden klapwiekende , in hunn ' drom , verspreidde een lekkere",geur,", van het gebloemt rondom . Er vloeide balzem van myn ' Romeo zyslippen ? kZwom in",object
188,e3e6428c-011b-11e4-b0ff-51bcbd7c379f,Goddelycke wenschen,Justus de Harduwijn,,1629,DBNL,http://www.dbnl.org/titels/titel.php?id=hard001godd02,my verblijde ? O schoon ghesichte naer het welck ick haecke / waer zijt ghy verborghen ? Ick scheppe uwen,geur,/ ick leve / ende ick verheu - ge my : maer ick en sie u niet ; ick hoore,patient
190,e35c417c-011b-11e4-b0ff-51bcbd7c379f,"Het lust-hof der zielen, beplant met verscheiden soorten van geestelijke gezangen",Claes Stapel,,1681,DBNL,http://www.dbnl.org/titels/titel.php?id=stap007lust01,"lof en bloemen veelder ley , Die nu in haar fleur Pronken met haar kleur , Geevend ' ook een lieffelijke",geur,"2 . Gy die zijt In uw groene lent ' , In 't zoetste van uw leeven : In uw jonge",object
190,0dcf7031-4ad7-48e7-931d-16e8aff19576,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [14] [14]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7390:mpeg21,lachend Roosjen ! — Als mijn adem 't luchtig wolken Van uw ' frisschen,geur,verspreid Als verwelking op u neerdaalt Stervend Roosjen ! dan gevoel ik Grootsch mijn,object
191,e1b30dce-011b-11e4-b0ff-51bcbd7c379f,Alle de gedichten. Deel 2,"Jan Vos, Jacob Lescaille",,1671,DBNL,http://www.dbnl.org/titels/titel.php?id=vos_002alle02,"hemels spooren kende , Haar heldre koets van d'aardt naar 't hof der wolken mende , Liet zy een",geur,"aan 't Y , veel meer geschat dan goudt , Daar al de bosschen van 't Arabsche balsemwoudt ,",object
191,37766655-1a2d-4dd7-b623-69324f978eb9,"Gesprekken en overdenkingen, over het lĳden en sterven, van [...] Jesus Christus. Tweede deel",Wilhelm Leendert Krieger,,1793,EDBO,http://resolver.kb.nl/resolve?urn=dpo:9117:mpeg21,"dorschen geschieden moet , zo veel te beter zonder Schade kunnen ondergaan . Meander En welk eene aangenaame",geur,komt met een ' zoelen wind ons toewaaien ? UNK Conf . T. IV . de feneufe p,agent
192,e1660880-011b-11e4-b0ff-51bcbd7c379f,Davids Psalmen,Joannes Six van Chandelier,,1674,DBNL,http://www.dbnl.org/titels/titel.php?id=six_003davi01,"op u de vreugdenoli goot . Mirr , aloës , en kassilucht vereeren , Van syne salf , een",geur,"aan al uw kleeren , Geen rykspalleis blinkt dus ook van ivoor , Sinds dat uw sin die blyde",object
193,06512299-f68c-492f-ad70-1d3da1f140c0,Weekblad voor kinderen [1] [1],,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1472:mpeg21,"> plant heb , fchynen my veel schooner en verspreiden voor my een ' veel lieflyk",geur,"dan eenige anderen . Ik voeIa my gestreeld door het denkbeeld , dat zy eenigermaate de",object
194,e237891e-011b-11e4-b0ff-51bcbd7c379f,Toonneel der noordsche Landen,Olaus de Groot,,1652,DBNL,http://www.dbnl.org/titels/titel.php?id=groo126toon01,"hebben , maer oock , als sy oudt worden , van d'aenghename speceryen een soete",geur,"afgheven . Soodanighen ghebruycken oock de matroosen , als sy door de storm van 't",object
194,23439c68-74f1-41e0-8010-7ebe05e41834,"Dametas en Phillis, herderspel.","Christian Fürchtegott Gellert, Jan Olland",,1791,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2357:mpeg21,"en kleur , Op aftroon en bosch en bergen glimmen , En spreid een nieuwe jeugd en",geur,"Op kruiden , bloemen , veld en boomen Terwyl een zoele zuidewind Weêr leven wekt in bosch",object
195,9f76ad5e-8270-4dac-9783-5ff59c696a91,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [12] [12]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7388:mpeg21,"begeven , en opgemerkt hadt , dat het heilig lijk , toen hij ' er bij kwam , een balsemachtige",geur,"vau zich gaf , hetwelk , zoo veel men weet , een teken van heiligheid is . Hij hadt zelfs",object
196,e10d9646-011b-11e4-b0ff-51bcbd7c379f,Schat der gesontheyt,Johan van Beverwijck,,1660,DBNL,http://www.dbnl.org/titels/titel.php?id=beve001scha01,"sijnen leger vangen , Ick scheppe meerder lust wanneer hy vaerdig loopt , Want 't heeft doch beter",geur,"al watmen diere koopt . Wel op dan , vluchtig Dier , waerom hier stil geseten ? Ghy",object
197,e4140348-011b-11e4-b0ff-51bcbd7c379f,Delfs Cupidoos schighje,Arnold Bon,,1652,DBNL,http://www.dbnl.org/titels/titel.php?id=bon_001delf01,"Nectar-dou , op yder Bladt , En maeckt my weer , Gelijck ick was wel eer : En geeft meer",geur,als ghy ontnomen hadt . 3 . Clarind ' ey laet ons noch eens kussen Soo krijgh ick licht u,object
198,e228aaca-011b-11e4-b0ff-51bcbd7c379f,Den minnelijcken roosen-knop,"anoniem Minnelijcken roosen-knop, Den",,1667,DBNL,http://www.dbnl.org/titels/titel.php?id=_min004minn01,"open , Sy is die Schoonste Bloem , daer van dat gy moeght hopen ' tOntfanghen goeden",geur,"als gy die niet mishandelt : Ruckt uyt het neydigh hert , kompt recht tot haer gewandelt",object
199,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"en bloemen , die , zoo als bekend is , de lucht zuiveren en eene aengenaem",geur,"door het . geheele huis verspreiden Tweede Verdieping en Dak . De laetste verdieping , van",object
200,e3ab1770-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 2,anoniem Amsterdams minne-beekje,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst02,"eenemael schier inde vreughde sterft . 4 Dan prijst mijn tongh haer lieve roode mont , Waer in een",geur,"als Nectar stadigh sweeft , En 't soet Corael dat 'k op haer livjen s vondt , Selfs Venus",agent
200,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"haer weldra kennis van mijn vermoeden , dat diezelfde roozen , die zij zoo liefhad , wier '",geur,"zij des avonds met zoo veel wellis inademde , de regelregte oorzaek van hare kwael waren ; ik",patient
203,b5989eba-869d-4046-9b91-c935d7f8184a,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [9] [9]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6819:mpeg21,"juweelen , op dc grashalmen , die voor onze voeten buigen ; de",geur,"der bloemen verkwikt , en verheldert het menschlijke levensbeginsel gelijk zoete regendroppen de",agent
204,cffd08b3-5482-457c-a623-63ee03a29fef,Proeve van gewijde poëzij.,Adriaan Loosjes,,1784,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2814:mpeg21,"zelfs verheugt . UNK Zie de vischjes vrolijk Peelen In den uitgestrekten vloed , Laat der bloemen",geur,"uw streelen Zie , ze bloozen aan uw voet . Ruiger Schutte » I Deel 14 Lied",agent
205,e3d66a6a-011b-11e4-b0ff-51bcbd7c379f,Aaloude en hedendaagsche scheeps-bouw en bestier,Nicolaas Witsen,,1690,DBNL,http://www.dbnl.org/titels/titel.php?id=wits008arch01,"door gewrongen wert , gezuivert werden . Als men oudt en stinkent water kookt , zal het beter",geur,"bekomen . Wanneer het water bitter is , vermengt men 't zelve met een weinigh meel , het",patient
206,e3d66a6a-011b-11e4-b0ff-51bcbd7c379f,Aaloude en hedendaagsche scheeps-bouw en bestier,Nicolaas Witsen,,1690,DBNL,http://www.dbnl.org/titels/titel.php?id=wits008arch01,"zinken , het geene in 't gemeen , na dat gezet is , en gewerkt heeft , zyn voorige",geur,bekomt . Het water moet in vaten met yzere banden zyn geslagen . Eer men de vleesch - en,object
208,1bef914f-8e86-48c7-8f2c-53ae2599a376,Weekblad voor kinderen [2] [2],,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1474:mpeg21,"onder het meel der * 2 graan ; graangewassen te kunnen mengen , en daardoor den",geur,"en fmaak onzer gebakken te veranderen en te veraangenaamen . Hoe veele korenten , rozynen ,",patient
209,e1423c3e-011b-11e4-b0ff-51bcbd7c379f,Haagsche broeder-moord of dolle blydschap,Joachim Oudaen,,1673,DBNL,http://www.dbnl.org/titels/titel.php?id=ouda001haag01,", en spreid zyn takken uit ; Die 't oog met kleur vermaakt , en 't hert met",geur,"bewaassemt , Zoo ver d'Oranje - lucht den tuingrond over-aassemt . Simonides . Hoe zoude in schaduw van",object
209,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,weg als 't kwijnend schaduwbeeld Uit eiken ftiller traan ontluikt een lentebloemen Welks,geur,Gods Engelen treeft O reine Godsdienst ! bron van 't eeuwig vast vertrouwen,agent
210,e29a0f26-011b-11e4-b0ff-51bcbd7c379f,"Davids psalmen, nieuwlyx op rym-maat gestelt","Joachim Oudaen, Dirk Rafaelsz. Camphuysen",,1685,DBNL,http://www.dbnl.org/titels/titel.php?id=ouda001davi02,"stelt : Dan zal uw ' naam , op 't klinken mijner snaren , In eeuwigheyd zijn eed'le",geur,"bewaren ; Daar Uwer , van geslachte , tot geslacht , In zegening , met lofspraak word gedacht",object
210,94c8b4c5-f1e4-4625-be89-cbf399c79e7b,"Algemeene spectatoriaale schouwburg, of Tooneelstukken door de eerste vernuften van Europa. Vijfde deel","August Friedrich Ferdinand von Kotzebue, Johann Anton Leisewitz",,1792,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6077:mpeg21,"vrouwen geen ftem : vraagt men üc roos , of zij voor hem , die reuk heeft , haare",geur,"wil uitwaassemen — en waardoor hebt gij ze * verdiend : geloof mij , wanneer men u als een",object
211,e1a8ddf4-011b-11e4-b0ff-51bcbd7c379f,Hert-spiegel,"F. Veenstra, H.L. Spiegel",,1614,DBNL,http://www.dbnl.org/titels/titel.php?id=spie001hart01,inbuta recens servabit odorem / testa diu d.i. een nieuw vat zal lang de,geur,bewaren waarmee het voor het eerst is doortrokken een bekend spreekwoord dat in allerlei,object
214,e167bd06-011b-11e4-b0ff-51bcbd7c379f,Een nieu devoot geestelijck lietboeck,Nicolaes Janssens,,1605,DBNL,http://www.dbnl.org/titels/titel.php?id=jans065nieu02,"Daer staet sy schoon verheuen , Daer sal sy altoos rusten , Eeuwich in vreuchden leuen , Soeten",geur,"can sy gheuen , Als mir en balsem vet , Dit is van haer gheschreuen , Dat wit",patient
217,e3f7e24e-011b-11e4-b0ff-51bcbd7c379f,Houwelick,Jacob Cats,,1625,DBNL,http://www.dbnl.org/titels/titel.php?id=cats001houw01,"te samen over-mercken Hoe datmen rijcke wort in alle goede wercken , En wat een soeten",geur,dat uytten hemel daelt Wanneer een heylich Vyer in haren boesem straelt ; Als man en,agent
218,e29a8cf8-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 3,anoniem Amsterdams minne-beekje,,1638,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst03,"sal ick schoon Goddin V , en den Soon der Min Op offeren sulcken soeten brandt , Wiens",geur,dat verspreyden sal 't heele Landt . C. A. Seep . Liefde verblijt . [ Amarillis roem-waerde vrouw,agent
219,e3e63e40-011b-11e4-b0ff-51bcbd7c379f,Goddelicke lof-sanghen,Justus de Harduwijn,,1620,DBNL,http://www.dbnl.org/titels/titel.php?id=hard001godd01,"Och jeughdighen hof ! och jeughdich paradijs ! Daer de blommen , die voort-commen gheven zulcken",geur,"Datmen dien rijsen merckt den Hemel deur en deur . Nu ghelinckte , en nu blinckte",object
222,e430dfb8-011b-11e4-b0ff-51bcbd7c379f,Devote oeffeninghe op de vijf lettere van de soete ende alderheylichste namen Iesus ende Maria,Augustinus van Teylingen,,1628,DBNL,http://www.dbnl.org/titels/titel.php?id=teyl001devo01,", want Iesus haer Groote minne verhefte daer . 3 . Het huys vervulde van soete n",geur,"De mag’re nijdt saght vol getreur Waer toe dees on-kosten , waer toe dit verlies Daer een",agent
222,bb25a56a-c5f9-42c3-ae3d-85ee6db070a9,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [6] [6]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7380:mpeg21,leevens in overvloed voort . Sommigen der vruchten van dit land hebben een ' verheevener,geur,"en fmaak , dan die van andere landen . intusschen kunnen hunne wei - en",object
224,e43de4ec-011b-11e4-b0ff-51bcbd7c379f,Het geestelyck jubilee van het jaer O.H. M.DC.L. ofte Vreugde van 't berouw,Joannes van Sambeeck,,1663,DBNL,http://www.dbnl.org/titels/titel.php?id=samb001gees01,"Sy gaf u voeten eenen soeten kus , En goot daer over eene volle bus . Den soeten",geur,deed ' open uwen mondt Sy kreegh vergiffenis van hare sondt . O grondeloose Fonteyn der genaden Van,agent
226,e113dbbe-011b-11e4-b0ff-51bcbd7c379f,Hedensdaegse Venus en Minerva of twist-gesprek tusschen die zelfde,Daniel Joncktys,,1641,DBNL,http://www.dbnl.org/titels/titel.php?id=jonc006hede01,de Dood nu heeft in hare macht . Het Oyr hoort mennigmael verscheye donder-buyen ; Wiens vyzen,geur,den Neus geen vreugde gaet beruyen . Wat is 't voor vuyligheyd die zijne Hand niet raekt,agent
227,e2e8ac8a-011b-11e4-b0ff-51bcbd7c379f,Nieuwen ieucht spieghel,anoniem Nieuwen ieucht spieghel,,1617,DBNL,http://www.dbnl.org/titels/titel.php?id=_nie004nieu01,"'t Welck 't Keelken , eender Maecht , klaghende brenght int licht . Wilt ghy riecken den",geur,"der Blommen , daer de Schicht ; Der Liefden , onder schuylt , door Vrouw'lijcke practijcken ;",patient
228,e384dccc-011b-11e4-b0ff-51bcbd7c379f,"Bloem-hof, verciert met geestelijcke lof-sangen",Albertus Buitendyck,,1659,DBNL,http://www.dbnl.org/titels/titel.php?id=buit010bloe01,"Alsoo de Consessoren doen goet , ende wijcken van 't fenijn der sonden . Door haer goede",geur,"der deughden , als Duyven locken andere tot Godt . Alsoo doet S . Ioseph de Arbeyts-luyden",agent
230,e1b19ac0-011b-11e4-b0ff-51bcbd7c379f,Lucifer,Joost van den Vondel,,1654,DBNL,http://www.dbnl.org/titels/titel.php?id=vond001luci01,"en het jaer . Hy neem ' den ronden loop der heldre starren waer . Hy nuttige zijn ooft , en al den",geur,"der kruiden , En keer ' zich oost , en west , ten noorden , en ten zuiden . Dat zy zijn tijtverdrijf",patient
231,e3e6428c-011b-11e4-b0ff-51bcbd7c379f,Goddelycke wenschen,Justus de Harduwijn,,1629,DBNL,http://www.dbnl.org/titels/titel.php?id=hard001godd02,maer sijn voedtsel sal wesen den gheest / 't welck wordt beteeckent door de suyverheydt / ende door den,geur,der le - lien / al is't met een kleyne verduystertheydt . Iae dat meer is / hy selver,agent
232,a8570169-9b99-4c6d-8e0a-2394a32367c2,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [8] [8]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7382:mpeg21,"De rijpe vrucht behoudt maar weinige dagen haar volkomen zap , en haaren echten en bekoorlijke",geur,"en fmaak . Het komt ' er derhalve zeer veel op aan , dezelve in haare",object
233,e1d422e8-011b-11e4-b0ff-51bcbd7c379f,Inleijdinghe tot het ontwerp van een Batavische Arcadia,Johan van Heemskerck,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=heem001inle01,"ick , als een baeck Van volle vrolijckheydt , was yeder tot vermaeck . Niet dat de grage",geur,"der op-gedischte spysen , Niet dat de Rijnsche vocht dees Vreugd deed in my rysen ; Maer datter",agent
233,b57e8c00-82fc-46e3-993d-3ad74e124a46,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [13] [13]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7389:mpeg21,"van wasch , welke , wan5 , neer er kaarsen van gemaakt worden , eene zeer s , aangenaame",geur,"verspreid Hij groeit voornaamlijk s , op Ceilon , en de Hollanders drijven ' er daarom no ° 9",object
235,e3f7e24e-011b-11e4-b0ff-51bcbd7c379f,Houwelick,Jacob Cats,,1625,DBNL,http://www.dbnl.org/titels/titel.php?id=cats001houw01,"heeft begonnen , En , schoon men oock het vat geduerich ommespoelt , Noch wort sijn eerste",geur,"des niettemin gevoelt . Al wat den nieuwen man plach inden sin te komen , Als hy",patient
236,e3ab1770-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 2,anoniem Amsterdams minne-beekje,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst02,"Mijn soetertje maer wert ghewaer . 3 Selfs de Goden leckerny , Acht ick 't alderminst niet by De",geur,"die 'k op de tipjes Van u lieve lipjes , Steeds geniet met sulcken smaeck , Als ick die",patient
237,e460676a-011b-11e4-b0ff-51bcbd7c379f,Den Gheestelycken leeuwercker vol godtvruchtighe liedekens ende leyssenen,Guilielmus Bolognino,,1645,DBNL,http://www.dbnl.org/titels/titel.php?id=bolo001ghee01,"stoenck als een pry , Aes van de helsche raven , De suyvere u maeckten bly , ' Nen soeten",geur,"die gaven . Sint Ian Baptist heeft u gheleert Te laten 't eenich leven , En u , van iever",object
238,e0416d78-011b-11e4-b0ff-51bcbd7c379f,Het bevel van Cupido,Albertus Ignatius d' Hanins,,1653,DBNL,http://www.dbnl.org/titels/titel.php?id=hani001beve01,sonder meer te praten ) Heeft ( met een ’ snelle vlucht ) mijn ’ kamer flux verlaten : Den,geur,"die hy daer liet gingh roos ’ en violet Te-boven : jae noch meer , den amber en civet :",object
239,9b49a873-cb77-4f34-b08c-b167a7fd9cf3,Frank van Borselen en Jacoba van Beijeren.,Adriaan Loosjes,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:312:mpeg21,"een herdershond cieraad en naam verleenen r. Neen ! Straks vertrapt me een woeste voet , En blos en",geur,"vliên heenen G. Lief Roosje ! Gij , gij zijt mijn beeld . JNict vreemd , dat ik u",agent
241,e2ce71a8-011b-11e4-b0ff-51bcbd7c379f,Chaos ofte verwerden clomp,Cornelis Stribee,,1643,DBNL,http://www.dbnl.org/titels/titel.php?id=stri015chao01,"7 Ick sagh de blaeuwe Aderen aen Oock sagh ick daer de roo Tepeltjes staen , Maer , ach ! de",geur,"die uyt haer Boesem quam Die deed my brandend ' staen , in heete vlam . 8 'k Omhelsde , en",agent
242,e1b30dce-011b-11e4-b0ff-51bcbd7c379f,Alle de gedichten. Deel 2,"Jan Vos, Jacob Lescaille",,1671,DBNL,http://www.dbnl.org/titels/titel.php?id=vos_002alle02,"van 't Arabsche balsemwoudt , En 't kruidt van Indiën haar krachten door verdwijnen : Een",geur,"die zy met ernst , door hulp der Serafijnen , In 't Paradijs opzocht , voor",patient
243,e4599a34-011b-11e4-b0ff-51bcbd7c379f,Medenblicker scharre-zoodtje,Hendrick Jansz. Prins,,1650,DBNL,http://www.dbnl.org/titels/titel.php?id=prin015mede01,"2 . Nochtans ben ick als een Roos Van Saron , die lieffelijcken bloos : Want bespeur Al de kleur En de",geur,"dien ick geef , Als een teken dat ick boven sweef : Want en de kreuck , en de breuck , En",object
243,bbf3431a-ab35-4c4f-8195-b94cb2efc069,Werken van het Amsteldamsch dicht- en letteröefenend genootschap [2] [2],,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1903:mpeg21,": 'k Wil u van 't steeltjen plukken , En plaatzen u op Psyche borst , Daar zult ge uw '",geur,verspreiden P 5 Hij ♦ 23 * MENGELDICHTEN . Hij plukt — maar ach ! — een scherpe doorn Kwetst hem,object
245,e29a8cf8-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 3,anoniem Amsterdams minne-beekje,,1638,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst03,"schijn-verdorde stronckjes . 3 Die't aertrijck kleet met blijde kleur , Van Bloemtjens , die haer versche",geur,"Doen uyt haer blaetjens rijsen , Om t hert , en breyn te spijsen . 4 Nu",object
246,e39448e2-011b-11e4-b0ff-51bcbd7c379f,Hollands Nachtegaeltien verryct met een nieu twede deel genaemd Hollandts en Zeeuws Nachtegaels t'samen-gezangh,anoniem Hollands nachtegaeltien en Hollands en Zeeuws Nachtegaels 't samen-gezangh,,1633,DBNL,http://www.dbnl.org/titels/titel.php?id=_hol014holl01,"wensch eerwaerdigh . U soet geswaey , De lieve Maey Meer bloeyen doet in bladen , De Asems",geur,"Doet dickwils deur U Min , Mins hart ontladen . 4 Laest in een dagerade Belaen met phantasye",agent
247,45b3c8f7-947d-4b25-83e4-4ef7f94e1a66,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [2] [2]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6812:mpeg21,"van zijn „ eirond blad regelmatig verdeelen , maar ook aan den lieflijken , „ welriekenden",geur,", dien deszelfs bladen en takken , gewreven , , of gekneusd zijnde , opgeven ,",object
247,e2ae0468-011b-11e4-b0ff-51bcbd7c379f,D'Amstelsche zang-goddin,F. Verloo,,1660,DBNL,http://www.dbnl.org/titels/titel.php?id=verl023amst01,"Tza , stel uw fnaren , kom , hef op een held'ren toon ; Terwijl de wierook-schaal de",geur,"doet opwaarts dringen Zal ik , met u verzelt , Vrouw Venus lof-zang zingen . [ Blonde Venus",object
248,e01bb9c0-011b-11e4-b0ff-51bcbd7c379f,De koninklyke harp-liederen,Cornelis van Eeke,,1698,DBNL,http://www.dbnl.org/titels/titel.php?id=eeke001koni01,"heen gevloeid , Zeeg ten zoomen néderwaard , All zijne kleedren deur , En spreide een zoeten",geur,"Door all ' de lugt , om-heen , 't Heeft met broeder-vréde niets gemeen . En of",object
254,e1b308e2-011b-11e4-b0ff-51bcbd7c379f,Alle de gedichten. Deel 1,"Jan Vos, Jacob Lescaille",,1662,DBNL,http://www.dbnl.org/titels/titel.php?id=vos_002alle01,"zijn schittrend ' oogh vergulde De wanten van de zaal ; die , tot aan 't ruime dak , Met",geur,"doorwaassemt wierdt . hy hadt een pallemtak , Vol bloeissem , in zijn handt . hy oopende zijn lippen .",agent
256,e384e76c-011b-11e4-b0ff-51bcbd7c379f,"Parnassus, dat is den Blijen-bergh","anoniem Parnassus, dat is den Blijen-bergh",,1623,DBNL,http://www.dbnl.org/titels/titel.php?id=_par010parn02,"vol deughts ghegoten , Waer uyt de spijs Des hemels is ghesproten , Als Balsem geeft ghy goeden",geur,Een sterck confort in ons labeur Deur u valeur / / in ons douleur Compt troost in ons,object
259,e3a899f0-011b-11e4-b0ff-51bcbd7c379f,De schadt-kiste der philosophen ende poeten,Jan Thieullier,,1621,DBNL,http://www.dbnl.org/titels/titel.php?id=thie008scha01,"heeft , en luttel is geacht , Om haerder grouicheyt en onbequame seden , Sy geeft den soeten",geur,"en alle schoonicheden , Die in haer niet en sijn , soo elck wel can bespien , Dus",object
261,907aaab5-0517-4438-afe2-8da46a92c96d,"De triumph der vryheid, tooneelspel.",Anna Catharina Brinkman,,1795,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1805:mpeg21,lustprieelen ; Wy hoorden * t vogelchoor de blyden toonen kweelen ; Der bloemen zachte,geur,verspreidde zich in ' trond ; — De frissche dauwtrap blonk in deezen morgenrood De,agent
262,b5989eba-869d-4046-9b91-c935d7f8184a,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [9] [9]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6819:mpeg21,"wandelpaden ; jaarlijks bekranst zij onze vruchtboomen , met lagchende bloeifems wier zwevende",geuren,"de aanbiddende ziel ten hemel voeren , terwijl zij hunne zachte verwen in",agent
262,e01bb9c0-011b-11e4-b0ff-51bcbd7c379f,De koninklyke harp-liederen,Cornelis van Eeke,,1698,DBNL,http://www.dbnl.org/titels/titel.php?id=eeke001koni01,"vervat . Ephraim is my als een schans : En Juda , geeft myn wetten , Lasten en gezetten , Kragt en",geur,"en glans . Maar 'k legg ' de Moabiten , 't Wasch-vat voor my toe : Gelyk Ik de Edomiten , 't",object
263,e394de4c-011b-11e4-b0ff-51bcbd7c379f,Amsterdams minne-beekje. Deel 1,anoniem Amsterdams minne-beekje,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=_ams015amst01,"een soete vocht in my , Als onse lipjes , malkanderen geraken . Soo aengenamer dauw , en soete",geur,"en heeft Noyt honigh-By gesogen , Vyt Roos , of Violet : noch Musk , noch Amber geeft ,",object
266,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"zeer klein zijn , eene groote hoeveelheid bloemen te verzamelen , om derselver",geur,"inademen en te verspreiden heeft ons bewogen de volgende bedenkingen medetedeelen , waeruit",patient
268,32605e6d-12f9-4b82-bca7-fd72f82e5b91,Graaf Koningsmark treurspel.,C. von Reitzenstein,,1793,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2194:mpeg21,"helaas ! veelligt spaarzaam op dezen nieuwen loopbaan voor uwe treden ontluikt , waassemt ook my zyne",geuren,"toe . o Deze deelneming is het eenige , 't geen ik heb — ■ is myn",object
269,e3f81250-011b-11e4-b0ff-51bcbd7c379f,Trouringh,Jacob Cats,,1637,DBNL,http://www.dbnl.org/titels/titel.php?id=cats001trou01,"vvegen , En vvaerom meer geseyt ? ghy zyt ons enckel segen , Ghy zyt ons reyn gevvas , dat",geur,"en krachten heeft , VVaer door een bange ziel gesont en vrolick leeft . Ghy , die gelijck een dau",object
270,5292f976-cc8b-424c-9c9a-e5ba27c960ef,"Clarissa, of De mislukte boosheid, tooneelspel.",Lieve van Ollefen,,1781,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2609:mpeg21,"zal de ontloken roos in voller wasdom praaien , Als zij u weder op haar",geuren,zal onthaalen ; UNK De Heer foskü heeft twee uitlandsche toneelspelers aangehaald ; die lieden,object
