Number,ID," ""title"""," ""author"""," ""ispartof"""," ""year"""," ""collection"""," ""url"""," ""left"""," ""hit"""," ""right""",Role
297,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,na verloop van zeven uuren gaf het teekens van zuurigheid twaalf uuren tyds gaf het eenen verrotten,reuk,"van zich : in het water was geene verandering , dan na verloop van twintig uuren .",object
304,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,"drie oneen , in dozen van denneboomen gemaakt , die volkomen droog zyn , die geen de minste",reuk,"hebben en rontom met wit papier beplakt zyn . leergraag Moet men ze daar maar inleggen , myn",object
314,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,"niet alleen alle Soorten van rook , en dat een onaangename reuk heeft , maar zelfs dat een Sterke",reuk,"geeft , als daar is de tabak , de muscus , de gemeerde speceryen , de look enz. Waarmond",object
317,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,"doet zijn , zoude ook deze zelfde uitwerking kunnen voortbrengen . 3 ' ' Er zijn",Reuken,", of Stanken , welken zich zonderling doen bemerken als het Weder zal veranderen en flecht",agent
318,d8b77586-5ef2-400f-a04f-acc434ca9cd4,"Algemeene spectatoriaale schouwburg, of Tooneelstukken door de eerste vernuften van Europa. Tweede deel","August Friedrich Ferdinand von Kotzebue, Friedrich Ulrich Ludwig Schröder",,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6809:mpeg21,"Z IJ WOR M , Prins Zijworm ! waren zij jongens . De een was klein ; de andere hadt ccn ' Kaaden",reuk,", om dat hij mierik at ; een ander hadt dc kroon op , en een gefchcurd hembd aan , of oude schoenen",object
319,2ea6303a-93d9-4d22-a0ad-168fa8f9842e,Zede-spelen.,Willem Hendrik Sels,,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2590:mpeg21,"het van ouderdom komt , dan of ze bedorven was , ik weet het niet ; maar hy gaf een walgelyken",reuk,"van zich af , en op den grond van den beker lag zo veel vuiligheid , dat ik werk had ,",object
325,b5361e14-6904-419c-9a44-fe4afc13b9ae,Het spectatoriaal tooneel.,C. Goldoni,,1796,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2479:mpeg21,"? Truffaldino . Overheerlijk ! Goede bedden , Schoone kamers , een Schoone keuken , uit welke een",reuk,", tot flaauw wordens toe , te voorschijn komt . Florida f En gij , mijn Vriend ,",agent
326,bb25a56a-c5f9-42c3-ae3d-85ee6db070a9,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [6] [6]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7380:mpeg21,"hoofde van den dikken damp , waarmede de holligheid gevuld was , en den zeer sterken",reuk,", die daaruit opkwam . De blaauwe vlam , rondom den fteea VAN ONDERAARDSCHE VUUREN VAN",agent
327,3e2ca593-3a84-4f9d-9d24-bbe9ded3ddcf,Nieuw geschenk voor de jeugd. [3] [3],"Joannes Florentius Martinet, Ahasuerus van den Berg",,1791,EDBO,http://resolver.kb.nl/resolve?urn=dpo:8146:mpeg21,"mij leet , cat gij daar zoo laag bij den grond ftaat . Gij hebt krachtiger en aangenamer",reuk,"dan alle andere plan5 , ten rondom u beenen , en nochtans kunt gij „ u zelven naauwe een",object
333,095c0618-a3d4-414a-aaab-3272feafcfbd,"Gewigtige onderrichting voor de Ommelanders, in een zamenspraak over den brief van G.R. aan de Ommelander boeren.","Klaas Boerenvriend, Pieter Rechtuit",,1787,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5036:mpeg21,en openbaar hoonend en verongelykende handelwyzen zo men niet van alle gevoel en,reuk,"ontbloot zy , billyk voor zeer beleedigende allerhaatelykfte by hen gehouden worden !",object
338,1bef914f-8e86-48c7-8f2c-53ae2599a376,Weekblad voor kinderen [2] [2],,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1474:mpeg21,"de waarheid dezer zaake is aldus gelegen ; de Struisvogel is zeer gulzig , en schynt byna noch",reuk,"noch fmaak te hebben ; hy flokt dus , om zo te preeken alles in wat hem voorkomt",object
341,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"daarna geopend . Zyne maag was vol met eene vleezige pap , bitter van fmaak , die zeer weinig",reuk,en alleen den reuk van het maagsap van dit Dier hadt . Na verloop van vyf en een half,object
345,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"had doen inflikken , my hetzelve vertoonde , slecht uitgeweekt door de maagsappen en geenen anderen",reuk,"hebbende , dan die van dat maagsap echter was de hette zoo groot , dat ,",object
351,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"Men voegt hier by dat de adem van eenen Leeuw , en van eenen Arend eenen onaangenamen",reuk,"hebben ; ik hebber de proef niet van kunnen neemen , betrekkelyk den eersten maar met opzicht",object
353,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"geenen ftank meer ; edoch , nadat ik ze afgeveegd , en ' er het maa nap afgedaan had . kwam de",reuk,"voor den da < , ofschoon hy vry minder was . Ik onderzocht een ander gedeelte een half uur na dit ;",agent
355,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"gelijk aart Egvptifche opium , verspreidde ik zijnde dit droog door , en in de hoop van het zijnen",reuk,"te doen behouden , verdikte ik het , door het aan de warmte der zon op borden bloot te",object
356,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,", welke niet geheel en al met water vermengd wordt , het een en ander verspreidde eenen",reuk,"als van een ftuk opium , dat men door midden snijdt deze reuk was zoo fterk ,",object
357,53b34c79-948a-40c9-a820-532fb8f554da,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [11] [11]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6821:mpeg21,"verzekeren , dat zij nu en dan ook wel het groeiende vSeeidtklnd ^ 11 ™ » ^ g - De",reuk,", dien zij verspreiden is ongemeen fierk , vcr - me£ ffiï ? ' kunnen er eene geheele aftrek lands",object
378,d78ae993-bd01-448e-92e5-9a906e477ccc,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [16] [16]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7392:mpeg21,"gefloten , en deze voor den korf geplaatst . Zij konden ' er niet uit , maar hun",reuk,"verspreidde zich in het ronde , en de koningin bleef in den maagdelijken en onvruchtbaren Raat . Zoo",object
380,eb3b380f-e0cf-453b-a526-1430621498b0,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [3] [3]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6813:mpeg21,"bergie die zeer helder brandt . Hoewel deze olie , ' wanneer zij brandt , dampt en",reuk,"geeft , is het nogthans te vermoeden , dat het bestendige vuur door eene soortgelijke ( toffe",object
384,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,de zwarigheid voor '; want hoe konnen die Moeders dat weeten . natuuronderzoeker De verrotting geeft een zekere,reuk,"of flank , die zy van verre gewaar worden , en ze daar na toe doet komen ,",object
385,0df9aed4-d15b-4fdd-950b-ae0be3c2e5d4,De dubbelde kinderliefde tooneelspel.,F.G. von Nesselrode,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2422:mpeg21,"eenen , u geheel onbekenden Oord , en gy laat der denkende Waereld eenen even zoo ( tinkende",Reuk,"achter , als u op den We "" der Vernietiging staande lichhaam zal achter laaten . Nog is",object
394,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"cn het wierdt in geley veranderd , edoch het hadt voor een groot gedeelte zynen walgelyken",reuk,"verloren . Terwyl ik deze proefondervinding van de maand Juny , met de andere , over",object
396,b5361e14-6904-419c-9a44-fe4afc13b9ae,Het spectatoriaal tooneel.,C. Goldoni,,1796,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2479:mpeg21,". ) In de groeide Paauw , goedi zo ( Hij ruikt aan de deur ) seldrement welk eeni heerlijke",reuk,"vliegt er door mijne neusgaten ! Hoe : gaerne wilde ik'er in gaen en zien , of'er voor mijne ;",agent
400,060bfbbe-5813-40d5-8cfe-68d6808beb7b,"Aanspraak van mr. Hieronijmus van Alphen, aan de leden des œconomischen taks, departement Utregt. Bij gelegenheid van de uitdeeling der prijzen op het spinnen",Hiëronymus van Alphen,,1781,EDBO,http://resolver.kb.nl/resolve?urn=dpo:10229:mpeg21,"Op dien akker kwijnt het onkruid ; en de bloemen fruiten voord ; Bloemen , die den",reuk,"vergasten , wier gezigt het oog bekoort . Daar veifpreidt de zon haar glansen , die de",object
402,17c4029a-4d4f-4f72-a9cb-d9708a6d461a,"Lijkrede over wijlen den hoogleeraar Ewaldus Hollebeek, gehouden uit Openb. XIV: 13. Den 30. october 1796.",Dirk Cornelis van Voorst,,1796,EDBO,http://resolver.kb.nl/resolve?urn=dpo:396:mpeg21,Hij was gewillig ! Hij ar beide ook daar met vrucht voor Jefus rijk . De aangename,reuk,van hem te Oostkappelle uitgegaan drong de Middelburgers hem toeteren pen — kom tot ons over en,agent
403,750128d5-9f60-49cc-bc3e-254cc01d12ea,"Overdenkingen bij gelegenheid van het ontroerend sterven, van [...] Gerard Johan Nahuys.",Johannes Christiaan Mohr,,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:9270:mpeg21,"zeldzaam ziet men u groejen , en hoe veel zeldzamer , maar ook dan te schooner , den",reuk,"van bloem en vrugt verspreiden als gij op hooge heuvelen geplant zijt , omringd van het lekkerst ooft",agent
405,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,"dat uw eenige oogwit daar in geweest was , om , door die liefFelyke en hertsterkenden",reuk,", uw zelven en uwe vrienden te verkwikken . Waarmond . Dit legt in myne bedoeling",agent
408,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,"men ze dan zig sterker ziet bewegen en spoediger voortkruipen , dog dit geschied allentom die Sterke",reuk,", welke zy haaten , te ontvluchten , gelyk zy ook de rook doen , die ze",patient
421,d78ae993-bd01-448e-92e5-9a906e477ccc,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [16] [16]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7392:mpeg21,paring onmogelijk scheen S wam mer dam onderstelde dat de mannetjes in den korf eenen,reuk,"verpreidden , die de eieren bevruchtte . Raumer dacht , dat de liefkozingen der mannetjes",object
441,bb25a56a-c5f9-42c3-ae3d-85ee6db070a9,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [6] [6]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7380:mpeg21,"uit te drijven , en eer bloemen daar van te krijgen , welke een zeer lieflijken jMuskeljaatachtigen",reuk,"hebben , warende in een tros , ' bleek geelachtig van kleur , enz. Rudolf « rist",object
444,6bf83305-544c-4e5d-86d6-c1d978f8d6dc,Tooneelspelen. [2] [2],"Edward Capell, William Shakespear, Johann Joachim Eschenburg, Bernardus Brunius",,1778,EDBO,http://resolver.kb.nl/resolve?urn=dpo:11416:mpeg21,"heden geboomd ? ik flaap niet ; ik zie , ik boor , ik spreek ik ruik een ij . kre",reuk,", en voel zagte kaaken ; waarachtig , ik ben zekerlyk een Lord en geen KetellanrW geen Christoffel Sley . Wel",patient
447,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"of met het Zout van wynsteen Sal tartari , laat het eenen prachtigen en stinkenden",reuk,na . Het gift geenzins met de Salpeter - zee-zout en zwavel-zuur het geeft eenigzins,object
451,53b34c79-948a-40c9-a820-532fb8f554da,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [11] [11]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6821:mpeg21,"de handen met alfem , met bevergeil va Sü ' ^ e "" andere Zaken ' die UNK SS",reuk,"van zich geven , en waarvan de Bijën eenen afkeer zouden hebben . Dan alle deze behoedmiddelen helpen mets",object
468,b5989eba-869d-4046-9b91-c935d7f8184a,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [9] [9]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6819:mpeg21,"zee , en op het verichillende groen <ler landen , naauwe ftrctlenüs windjes voerden ons den",reuk,"van bloemen en vruchten te gemoet ; zelfs de minfte blocmpjctis , die bii ons zonder",object
472,17aad792-9535-4c22-b4e9-8f04c7e7eabd,"Spectatoriaale schouwburg, behelzende eene verzameling der beste zedelyke tooneelstukken, byeen gebragt uit alle [...] taalen van Europa.",Karl Friedrich Kretschmann,,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2396:mpeg21,"ik u zeggen dat gisteren , toen ik , nog bij het lijk geweest ben , ' er geene overdraagen ijken",reuk,te bespeuren was . DE eerste bedrijf . 2 $ $ de doctor . . Ne me prenten en Mauzaive part,patient
473,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,", en begon , koud wordende , eenigzins melkachtig te worden , zonder echter eenigzins den",reuk,van opium of laudanum te hebben . Ik gaf aan het extract eene korstachtige vastheid ;,object
475,f8e6597a-056e-4b4d-8687-518532a35a64,"Betoog van het ongegronde [...] der vooroordeelen, omtrent de waarzeggerĳen [...]. Benevens eene oplossing der twĳffelingen, die tot staaving van deeze vooroordeelen uit de Heilige Schrift gewoonlĳk worden bĳgebragt. Uitgegeeven door de Bataafsche Maatschappĳ: tot nut van't algemeen","Willem Beekhuis, Gerbrand Bakker",,1800,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1599:mpeg21,wij hem voorbij de glazen wandelen ; irhove zult gij het maaken met menschen die in het geheel geen,reuk,"hebben , wien echter deeze ontmoetingen zo wel als anderen gebeuren ; . , • , . U ii",object
477,ea1690aa-4c4c-4d74-9a1d-77440306b610,"De verkeerde schaamte, tooneelspel.","August Friedrich Ferdinand von Kotzebue, Jan Steven van Esveldt Holtrop",,1798,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2200:mpeg21,"en de andere k a r d i . nal de Fleury heet , dan beloont op't laatst de",reuk,mij toch . Manilla De kapitein schijnt ook van de nieuwe Philofophie beften ER - tooneelspel 73 ERLACH .,agent
482,bacb4ca7-8863-4fe4-b6e8-1e8eec225eca,Tweetal van leer-reedenen bestaande in eene lyk- en troost-reeden over Joh. 13. vs. 7. weegens het smartelyk overlyden van [...] Joannes Ysaac Bouman [...] door Reinhard Rahusen [...] in eene kerk-reeden over Hebr. 7. vs. 26. [...] door wylen Joannes Ysaac Bouman,"Joannes Ysaac Bouman, Reinhard Rahusen",,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:9738:mpeg21,"Hem op , zo zend Hy zelve hemellampen uit ■ zyn Paleis , die zullen ons offer ontsteeken den",reuk,"tot Hem brengen , en ons als offeraars van ons zelfs , aangenaam maaken by Hem . • *",object
485,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,", wierdt in vyf gedeelten verdeeld : het eerste gedeelte hadt eenigervoegen eenen aangebrande fmaak en",reuk,"; aan het tweede was de reuk en de fmaak sterker het derde , het vierde",object
487,1200805b-f62c-44f5-b34e-2fc1cc3a4bec,"Ontdekking van de staatkunde der natuur; of Beschryving van het wonderbaar gemeenebest der honing-byen, en zyde-wurmen",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1240:mpeg21,"B 5 ein - s .6 Ontdekking van de Staatkunde eindelyk geheel open zet , en dan zal de zoete",reuk,", daar zy liefhebbers van zyn , de Byen daar na toe lokken , en vrywillig bezit van de korven",agent
495,eb3b380f-e0cf-453b-a526-1430621498b0,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [3] [3]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6813:mpeg21,"Ik ? ach ! wat — ik hou hem bij de hand , vermaak ' er mij mede , en verkwik mij met den",reuk,". Maar gij , mijn kind , u had ik haast vergeten ? Augustus . Vader heeft zijne bloemen verplukt , en daar in",agent
496,c5f2817f-c1ce-49ce-8da2-656a1bb97f4c,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [7] [7]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7381:mpeg21,", ( als wanneer vleesch anders Spoedig rot . ) Het zal allengs drogen , zonder den geringen",reuk,"te verkrijgen : het wordt zeer hard , en wormen komen ' er niet in . Niet minder",object
500,53b34c79-948a-40c9-a820-532fb8f554da,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [11] [11]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6821:mpeg21,"het halve trommelvlies bedekt . In den staart zijn de merkwaardige deelen begrepen , die den sterken",reuk,"geven . Hij is , taamlijk van de spitse af , tot in het midden , met",object
504,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,", ter streeling 011 zes zin tui gs door de bloemrijke geuren of de zachtkittelende",reuken,; doch ook juist dat zelfde tijdstip der bloemrijke zegeprael wil ik mij ten nutte,agent
509,f1ee1dd7-360a-4659-ab55-aabeb3413bae,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [4] [4]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7378:mpeg21,". Te gelijk kan men dan de Ouden , die hun Kroost oppasten verdelgen . De",reuk,"van een Wezel verjaagt dezelve . De Romeinen hebben al aangemerkt , dat de Klander en",agent
511,f8e6597a-056e-4b4d-8687-518532a35a64,"Betoog van het ongegronde [...] der vooroordeelen, omtrent de waarzeggerĳen [...]. Benevens eene oplossing der twĳffelingen, die tot staaving van deeze vooroordeelen uit de Heilige Schrift gewoonlĳk worden bĳgebragt. Uitgegeeven door de Bataafsche Maatschappĳ: tot nut van't algemeen","Willem Beekhuis, Gerbrand Bakker",,1800,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1599:mpeg21,", waarin , ten gepasten tijde , een handvol wijrook geworpen wordt , gelijk gij door den",reuk,"hebt kunnen ontdekken hend Nog iets , dat mij wonder toe fchijnt , is , dat gij",agent
537,b5989eba-869d-4046-9b91-c935d7f8184a,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [9] [9]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6819:mpeg21,het tijdstip van bevruchting ras voorbijgaat . De bloemen hebben een ' zeer flaauwen,reuk,", echter niet onaangenaame bladen rieken bijna even eens ; maar hunne uitvloeizels zijn",object
538,6bf83305-544c-4e5d-86d6-c1d978f8d6dc,Tooneelspelen. [2] [2],"Edward Capell, William Shakespear, Johann Joachim Eschenburg, Bernardus Brunius",,1778,EDBO,http://resolver.kb.nl/resolve?urn=dpo:11416:mpeg21,"Lady Macbeth . Dat ruikt altoos nog naar bloed : alle Arabische reukwerken , kunnen deze kleine hand geen aangenaame",reuk,geeven . — Ach ! ach . ' ach ! Genees h'e e r. Welk een zucht was dat !,object
544,3ccfc7e6-93c6-464b-a72d-1a18fa05f955,"De toveres van Verberien, bestaande in Fransche nieuwstydingen.",,,1799,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5186:mpeg21,"een landhuisje ook weezen moogen , die van Johanna waaren bevalliglyk aangedaan , door den",reuk,"der garstige oly , de Kt i5 > dor fmeerenendraaikringen . vanden rooktabak die de",agent
548,da2e7cf6-dbae-4df3-a5b2-b9c676c2b9e8,Leerzame en vermaeklijke natuur- en huishoukundige[!] bibliotheek,,,1790,EDBO,http://resolver.kb.nl/resolve?urn=dpo:5898:mpeg21,", kan men hetf in de Lamp gieten , dezelve zal zeer helder branden , zonder damp of zonder",reuk,"te geven . aanmerkenswaardig is het , dat men op deze wijze ook minder Oly zal gebruiken ; en",object
559,68308c22-2c4d-425b-a823-be67516d8a7f,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [7] [7]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6817:mpeg21,"Patrique ; hetwelk , verëenigd met het aroma der plant , waarschijnlijk dien bijzonderen",reuk,", waarvan gesproken is , dartelde Derde Proef . Den ooften van de zelfde",agent
564,f89baf8a-bdde-4148-aafe-d71bdef0f251,Het Petermanneken. Eene spookgeschiedenis uit de dertiende eeuw.,Christian Heinrich Spiess,,1795,EDBO,http://resolver.kb.nl/resolve?urn=dpo:3735:mpeg21,van Agnes geworden was . Zii lag nog onbegraven in de . kamer ; de verderflijke,reuk,"haaren lighaams lokte reeds de roofvogels d r landstreek naar zich toe , die rondom dc",agent
570,53b34c79-948a-40c9-a820-532fb8f554da,"Nieuwe vaderlandsche bibliotheek, van wetenschap, kunst en smaak. [11] [11]",,,1797,EDBO,http://resolver.kb.nl/resolve?urn=dpo:6821:mpeg21,"waarmede hij een groot geraas maakt . Men ziet ei cok Aapen van eene geèle kleur , die eene",reuk,"van gewoone muskus hebben . UNK De Sloth , door de inboorlingen / / « / / genaamd ,",object
573,2f80b0d7-355b-45ff-9636-8f105c736f1e,"Historische, charakter- en zedekundige bybelonderwyzer [1] [1]",,,1782,EDBO,http://resolver.kb.nl/resolve?urn=dpo:8492:mpeg21,", komt doch hier , en kust my myn Zoone ! en hy kwam by , en kuste hem ; doe rook hy de",reuk,"zyner kleederen , en ' zegende hem , zeggende , ziet , de reuk myns Zoons , is als de reuk des veids ,",patient
578,2d599aa8-1b6e-45d6-9fff-73fe03b7d3bb,"Vaderlandsche bibliotheek van wetenschap, kunst en smaak. [11] [11]",,,1789,EDBO,http://resolver.kb.nl/resolve?urn=dpo:7387:mpeg21,? C Camphora is een sneeuwt door . fchijnend plantsap UNK welk ontbrandbaar en fa ! eenen sterken,reuk,", doch geen ' scherpen fmaak heeft ' en van den wijngeest _ opgelost wordt . Deeze ze",object
599,a2d763fb-de3b-4cd2-b4bc-f9b1f5ceb4c4,"Proefneemingen over de spysverteering van den mensch, en van onderscheiden soorten van dieren.","Lazzaro Spallanzani, Johannes Laurentius van der Wagt, Jean Senebier",,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1195:mpeg21,"zoo groot als eene erwt , doch men zou niet hebben kunnen ontwaaren dat zy eenen kwaade",reuk,"gehad hadden , indien men het niet geweeten hadt , en de bittere fmaak , dien zy",object
630,688482dc-1b32-4477-bcc2-48b70c1b4c35,"De wanhoopende corporaal, of De zwetser door den drank verwonnen. Blyspel",,,1787,EDBO,http://resolver.kb.nl/resolve?urn=dpo:2520:mpeg21,"Ik dank u wel , myn Heer ! sergeant . Als jy het hebt genooten . kaatje . ó Neen ! de",reuk,"alleen zoü haast omver my toonen 'k Laat { til ftaan , om zoo'n glas te leegen — neen , myn Heer",agent
632,f8e6597a-056e-4b4d-8687-518532a35a64,"Betoog van het ongegronde [...] der vooroordeelen, omtrent de waarzeggerĳen [...]. Benevens eene oplossing der twĳffelingen, die tot staaving van deeze vooroordeelen uit de Heilige Schrift gewoonlĳk worden bĳgebragt. Uitgegeeven door de Bataafsche Maatschappĳ: tot nut van't algemeen","Willem Beekhuis, Gerbrand Bakker",,1800,EDBO,http://resolver.kb.nl/resolve?urn=dpo:1599:mpeg21,") reizigers , geoefend worden ( gj . Des kundigen verzekeren ons ook , dat Hangen door de",reuk,"van muskus , of iets anders bedwelmd worden ( li ) . Ook zoude men deeze kunstenarijen op",agent
636,80957b60-7c86-4cab-bc61-022b9a846ec5,"Onzydige en beproefde gedagten, over de leer aangaande geesten en geesten-zienders. [2] [2]",Justus Christian Hennings,,1786,EDBO,http://resolver.kb.nl/resolve?urn=dpo:757:mpeg21,"na hen toe ; dan worde ze> rede geweer hmn . worden ? enz. UNK r ze , door den",reuk,"van muskus , op eeneö ' zekeren aftand zo bedwelmd , dat ze blyft liggen . dergelyke natuurlyke middel ,",agent
